# Wordlist

# DATA
ID	WEIGHTS	FORM	VALUE	ALIGNMENT	CONCEPT_IN_SOURCE	LANGID	TOKENS	IPA	DUPLICATES	SONARS	COGID	PROSTRINGS	NUMBERS	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CLASSES	CONCEPT	BORROWINGS	AUTOCOGID
6525	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	sì-sɔ̌m	sìsɔ̌m	- - s i ¹ - - - - - - + - s ɔ ¹⁵ - m - - - ( - - - - - - - - - )	sand, sandy soil	19	s i ¹ + s ɔ ¹⁵ m	sì-sɔ̌m	0	3 7 8 9 3 7 8 4	5992	AXT_AXTN	19.S.C 19.I.V 19.6.T 19._._ 19.S.C 19.U.V 19.2.T 19.M.c	sable, sol sableux	671	Gourou	SI6_SU2M	SAND		5744
6526	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	sù-sǒm	sù-sǒm	- - s u ¹ - - - - - - + - s o ¹⁵ - m - - - ( - - - - - - - - - )	sand, sandy soil	37	s u ¹ + s o ¹⁵ m	sù-sǒm	0	3 7 8 9 3 7 8 4	5992	AXT_AXTN	37.S.C 37.Y.V 37.6.T 37._._ 37.S.C 37.U.V 37.2.T 37.M.c	sable, sol sableux	671	Yorno_So	SY6_SU2M	SAND		5744
6527	1.6 3.0 1.0 0.5 0.0 3.0 1.0 1.3 3.0 1.0	sɔ̀l-ùmɔ́	sɔ̀lùmɔ́	- - s ɔ ¹ - l - - - - + - - u ¹ - m - ɔ ⁵ ( - - - - - - - - - )	sand, sandy soil	33	s ɔ ¹ l + u ¹ m ɔ ⁵	sɔ̀l-ùmɔ́	0	3 7 8 5 9 7 8 4 7 8	5992	AXTN_XTBYT	33.S.C 33.U.V 33.6.T 33.L.c 33._._ 33.Y.V 33.6.T 33.M.C 33.U.V 33.6.T	sable, sol sableux	671	Tommo_So	SU6L_Y6MU6	SAND		5754
6528	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	sɔ̀nnɔ̀_ísìlè	sɔ̀nnɔ̀ ísìlè	- - s ɔ ¹ - n: ɔ ¹ i ⁵ + - s i ¹ l - - e ¹ ( - - - - - - - - - )	sand, sandy soil	16	s ɔ ¹ n n ɔ ¹ _ i ⁵ s i ¹ l e ¹	sɔ̀nnɔ̀_ísìlè	0	3 7 8 4 4 7 8 9 7 8 3 7 8 5 7 8	5992	AXTMBYT_XTBYTBYT	16.S.C 16.U.V 16.6.T 16.N.c 16.N.C 16.U.V 16.6.T 16._._ 16.I.V 16.6.T 16.S.C 16.I.V 16.6.T 16.L.C 16.E.V 16.6.T	sable, sol sableux	671	Dogul_Dom	SU6NNU6_I6SI6LE6	SAND		5741
6529	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	sòònnò_ísílɛ́	sòònnò ísílɛ́	- - s oː ¹ - n: o ¹ i ⁵ + - s i ⁵ l - - ɛ ⁵ ( - - - - - - - - - )	sand, sandy soil	16	s oː ¹ n n o ¹ _ i ⁵ s i ⁵ l ɛ ⁵	sòònnò_ísílɛ́	0	3 7 8 4 4 7 8 9 7 8 3 7 8 5 7 8	5992	AXTMBYT_XTBYTBYT	16.S.C 16.U.V 16.6.T 16.N.c 16.N.C 16.U.V 16.6.T 16._._ 16.I.V 16.6.T 16.S.C 16.I.V 16.6.T 16.L.C 16.E.V 16.6.T	sable, sol sableux	671	Dogul_Dom	SU6NNU6_I6SI6LE6	SAND		5741
6530	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	sɔ̀l-mɔ́	sɔ̀lmɔ́	- - s ɔ ¹ - l - - - - + - - - - - m - ɔ ⁵ ( - - - - - - - - - )	sand, sandy soil	30	s ɔ ¹ l + m ɔ ⁵	sɔ̀l-mɔ́	0	3 7 8 5 9 4 7 8	5992	AXTN_AXT	30.S.C 30.U.V 30.6.T 30.L.c 30._._ 30.M.C 30.U.V 30.6.T	sable, sol sableux	671	Tebul_Ure	SU6L_MU6	SAND		5754
6531	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5	sɔ̀n-zɔ̀m	sɔ̀nzɔ̀m	- - s ɔ ¹ - n - - - - + - z ɔ ¹ - m - - - ( - - - - - - - - - )	sand, sandy soil	36	s ɔ ¹ n + z ɔ ¹ m	sɔ̀n-zɔ̀m	0	3 7 8 4 9 3 7 8 4	5992	AXTN_AXTN	36.S.C 36.U.V 36.6.T 36.N.c 36._._ 36.S.C 36.U.V 36.6.T 36.M.c	sable, sol sableux	671	Yanda_Dom	SU6N_SU6M	SAND		5744
6532	1.6 3.0 1.1 1.0 0.5 0.0 3.0 1.0 1.1 1.3 3.0 1.0	sɔ̀ⁿn-ɛ́ndɛ̀	sɔ̀ⁿnɛ́ndɛ̀	- - s ɔ ¹ ∼ n - - - - + - - ɛ ⁵ - n d ɛ ¹ ( - - - - - - - - - )	sand, sandy soil	23	s ɔ ∼ ¹ n + ɛ ⁵ n d ɛ ¹	sɔ̀ⁿn-ɛ́ndɛ̀	0	3 7 4 8 4 9 7 8 4 1 7 8	5992	AXLTN_XTMBYT	23.S.C 23.U.V 23.9.c 23.6.T 23.N.c 23._._ 23.E.V 23.6.T 23.N.c 23.T.C 23.E.V 23.6.T	sable, sol sableux	671	Najamba	SU96N_E6NTE6	SAND		5748
6533	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	só:_bùgàrè	só: bùgàrè	- - s oː ⁵ - - - - - - _ - - - - - - - - - ( b u ¹ ɡ a ¹ r e ¹ )	sand, sandy soil	1	s oː ⁵ _ b u ¹ ɡ a ¹ r e ¹	só:_bùgàrè	0	3 7 8 9 1 7 8 1 7 8 5 7 8	5992	AXT_AXTBYTBYT	1.S.C 1.U.V 1.6.T 1._._ 1.P.C 1.Y.V 1.6.T 1.K.C 1.A.V 1.6.T 1.R.C 1.E.V 1.6.T	sable, sol sableux	671	Ampari	SU6_PY6KA6RE6	SAND		5726
6534	1.6 3.0 1.0 1.1 1.3 3.0 1.0	só:njà	só:njà	- - s oː ⁵ n dʒ a ¹ - - - - - - - - - - - - ( - - - - - - - - - )	sand, sandy soil	15	s oː ⁵ n dʒ a ¹	só:njà	0	3 7 8 4 1 7 8	5992	AXTMBYT	15.S.C 15.U.V 15.6.T 15.N.c 15.T.C 15.A.V 15.6.T	sable, sol sableux	671	Bunoge	SU6NTA6	SAND		5740
6535	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	sɔ̀lɔ̀-mmɔ́	sɔ̀lɔ̀mmɔ́	- - s ɔ ¹ - l ɔ ¹ - - + - - - - m m ɔ ⁵ - ( - - - - - - - - - )	sand, sandy soil	17	s ɔ ¹ l ɔ ¹ + m m ɔ ⁵	sɔ̀lɔ̀-mmɔ́	0	3 7 8 5 7 8 9 4 4 7 8	5992	AXTBYT_ACYT	17.S.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T 17._._ 17.M.C 17.M.C 17.U.V 17.6.T	sable, sol sableux	671	Donno_So	SU6LU6_MMU6	SAND		5742
6536	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	sì-sɔ̌m	sì-sɔ̌m, sù-sɔ̌m	- - s i ¹ - - - - - - + - s ɔ ¹⁵ m - - - - ( - - - - - - - - - )	sand, sandy soil	20	s i ¹ + s ɔ ¹⁵ m	sì-sɔ̌m	0	3 7 8 9 3 7 8 4	5992	AXT_AXTN	20.S.C 20.I.V 20.6.T 20._._ 20.S.C 20.U.V 20.2.T 20.M.c	sable, sol sableux	671	Jamsay	SI6_SU2M	SAND		5744
6537	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	síyɔ́wⁿ	síyɔ́wⁿ	s i ( ⁵ ) j ɔ ( ⁵ ) w̃ ∼ - - - - - ( - - )	sand, sandy soil	31	s i ⁵ j ɔ ⁵ w̃ ∼	síyɔ́wⁿ	0	3 7 8 6 7 8 6 4	5997	AXTBYTLN	31.S.C 31.I.V 31.6.T 31.J.C 31.U.V 31.6.T 31.W.c 31.9.c	sable, sol sableux	671	Tiranige_Diga	SI6JU6W9	SAND		5755
6538	1.6 3.0 1.0 1.1 1.1 1.3 3.0 1.0	sóyndà	sóyndà	- - s o ⁵ j - - - - - + n d a ¹ - - - - - ( - - - - - - - - - )	sand, sandy soil	22	s o ⁵ j n d a ¹	sóyndà	0	3 7 8 6 4 1 7 8	5992	AXTLMBYT	22.S.C 22.U.V 22.6.T 22.J.c 22.N.c 22.T.C 22.A.V 22.6.T	sable, sol sableux	671	Mombo	SU6JNTA6	SAND		5740
6539	1.6 3.0 1.0 1.1 1.1 1.3 3.0 1.0	sòyndà	sòyndà	- - s o ¹ j - - - - - + n d a ¹ - - - - - ( - - - - - - - - - )	sand, sandy soil	25	s o ¹ j n d a ¹	sòyndà	0	3 7 8 6 4 1 7 8	5992	AXTLMBYT	25.S.C 25.U.V 25.6.T 25.J.c 25.N.c 25.T.C 25.A.V 25.6.T	sable, sol sableux	671	Penange	SU6JNTA6	SAND		5740
6540	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5 0.0 3.0 1.0	dèy-sàs-ò	dèy-sàs-ò	d e ¹ j + s a ¹ s + o ¹	sand, sandy soil	28	d e ¹ j + s a ¹ s + o ¹	dèy-sàs-ò	0	1 7 8 6 9 3 7 8 3 9 7 8	5996	AXTN_AXTN_XT	28.T.C 28.E.V 28.6.T 28.J.c 28._._ 28.S.C 28.A.V 28.6.T 28.S.c 28._._ 28.U.V 28.6.T	sable, terrain sablonneux	671	Songhai_Senni	TE6J_SA6S_U6	SAND		5752
6541	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	sɔ̀ⁿsɔ̀nɔ́	sɔ̀ⁿsɔ̀nɔ́	- - s ɔ ¹ ∼ - - - - - + - s ɔ ¹ - n - ɔ ⁵ ( - - - - - - - - - )	sand, sandy soil	32	s ɔ ¹ ∼ s ɔ ¹ n ɔ ⁵	sɔ̀ⁿsɔ̀nɔ́	0	3 7 8 4 3 7 8 4 7 8	5992	AXTMBYTBYT	32.S.C 32.U.V 32.6.T 32.9.c 32.S.C 32.U.V 32.6.T 32.N.C 32.U.V 32.6.T	sable, terrain sablonneux	671	Togo_Kan	SU69SU6NU6	SAND		5756
6542	2.0 1.5 1.1 1.75 1.3 0.8	cɛⁿcɛⁿ	cɛⁿcɛⁿ	tʃ ɛ̃ ( - ) - - ( - ) - ∼ + tʃ ɛ̃ - ∼ ( - - )	sand, sandy soil	2	tʃ ɛ̃ ∼ tʃ ɛ̃ ∼	cɛⁿcɛⁿ	0	1 7 4 1 7 4	5997	AXMBYN	2.T.C 2.E.V 2.9.c 2.T.C 2.E.V 2.9.c	sable/sand	671	Bambara	TE9TE9	SAND		5727
#
6543	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kéndé	kéndé	k e ⁵ n d e ⁵	say	3	k e ⁵ n d e ⁵	kéndé	0	1 7 8 4 1 7 8	6004	AXTMBYT	3.K.C 3.E.V 3.6.T 3.N.c 3.T.C 3.E.V 3.6.T	dire	1458	Bangime	KE6NTE6	SAY		5761
6544	2.0 1.5 1.1 1.75 0.8	wiyde	wiyde	w i j d e	say	18	w i j d e	wiyde	0	6 7 6 1 7	6014	AXMBZ	18.W.C 18.I.V 18.J.c 18.T.C 18.E.V	dire	1458	Fulfulde	WIJTE	SAY		5771
6545	1.6 3.0 1.0	nê	nê	n e ⁵¹	say	28	n e ⁵¹	nê	0	4 7 8	8612	AXT	28.N.C 28.E.V 28.3.T	dire	1458	Songhai_Senni	NE3	SAY		5759
6546	2.0 1.5	si	si	s i -	say	10	s e	si	0	3 7	6008	AX	10.S.C 10.E.V	dire	1458	Bozo_Kotya	SE	SAY		5765
6547	2.0 1.5	ce	ce	tʃ e - - - - ( - - - - - - - )	say	10	s i	ce	0	3 7	6006	AX	10.S.C 10.I.V	dire	1458	Bozo_Kotya	SI	SAY		5765
6548	2.0 1.5	cɛwɛ	cɛwɛ	tʃ ɛ w ɛ - - ( - - - - - - - )	say	10	tʃ e	cɛwɛ	0	1 7	6006	AX	10.T.C 10.E.V	dire	1458	Bozo_Kotya	TE	SAY		5762
6549	2.0 1.5 1.75 0.8	se	se	s e -	say	10	tʃ ɛ w ɛ	se	0	1 7 6 7	6008	AXBZ	10.T.C 10.E.V 10.W.C 10.E.V	dire	1458	Bozo_Kotya	TEWE	SAY		5762
6550	2.0 1.5	se	se	s e -	say	10	s e	se	1	3 7	6008	AX	10.S.C 10.E.V	dire	1458	Bozo_Kotya	SE	SAY		5765
6551	2.0 1.5	se	se	s e -	say	10	s e	se	1	3 7	6008	AX	10.S.C 10.E.V	dire	1458	Bozo_Kotya	SE	SAY		5765
6552	2.0 1.5 0.8	sii	sii	s i i	say	12	s e i	sii	0	3 7 7	6008	AXZ	12.S.C 12.E.V 12.I.V	dire	1458	Bozo_Pondori_sud	SEI	SAY		5765
6553	2.0 1.5 0.8	se	se	s e -	say	12	s i i	se	0	3 7 7	6008	AXZ	12.S.C 12.I.V 12.I.V	dire	1458	Bozo_Pondori_sud	SII	SAY		5765
6554	2.0 1.5	sei	sei	s e i	say	12	s e	sei	1	3 7	6008	AX	12.S.C 12.E.V	dire	1458	Bozo_Pondori_sud	SE	SAY		5765
6555	1.6 3.0 1.0	kó	`kó	k o ⁵ - - -	say	13	k o ⁵	`kó	0	1 7 8	6007	AXT	13.K.C 13.U.V 13.6.T	dire	1458	Bozo_Tiema_Cewe	KU6	SAY		5764
6556	1.6 3.0 1.0	kòní	kòní	k o ¹ n i ⁵	say	13	f ɔ ⁵	kòní	0	3 7 8	6007	AXT	13.B.C 13.U.V 13.6.T	dire	1458	Bozo_Tiema_Cewe	BU6	SAY		5788
6557	1.6 3.0 1.0 1.3 3.0 1.0	fɔ́	fɔ́	f ɔ ⁵	say	13	k o ¹ n i ⁵	fɔ́	0	1 7 8 4 7 8	8613	AXTBYT	13.K.C 13.U.V 13.6.T 13.N.C 13.I.V 13.6.T	dire, parler	1458	Bozo_Tiema_Cewe	KU6NI6	SAY		5764
6558	1.6 3.0 1.0	kó	kó	k o ⁵ - - -	say	7	k o ⁵	kó	0	1 7 8	6007	AXT	7.K.C 7.U.V 7.6.T	dire, parler, que	1458	Bozo_Hainyaxo	KU6	SAY		5764
6559	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	tègú_tégé	tègú tégé	t e ¹ ɡ u ⁵ ( _ t e ⁵ ɡ e ⁵ )	speak, talk, do some talking (verb plus noun)	20	t e ¹ ɡ u ⁵ _ t e ⁵ ɡ e ⁵	tègú_tégé	0	1 7 8 1 7 8 9 1 7 8 1 7 8	6006	AXTBYT_AXTBYT	20.T.C 20.E.V 20.6.T 20.K.C 20.Y.V 20.6.T 20._._ 20.T.C 20.E.V 20.6.T 20.K.C 20.E.V 20.6.T	parler (verbe plus substantif)	1458	Jamsay	TE6KY6_TE6KE6	SAY		5772
6560	1.6 3.0 1.0	nɛ́	nɛ́	- - - n ɛ ⁵	speak, talk, do some talking (verb plus noun)	1	n ɛ ⁵	nɛ́	0	4 7 8	6018	AXT	1.N.C 1.E.V 1.6.T	parler (verbe plus substantif)	1458	Ampari	NE6	SAY		5759
6561	1.6 3.0 1.0 1.3 3.0 1.0	tégú	tégú	t e ⁵ ɡ u ⁵ ( - - - - - - - )	speak (verb only)	35	t e ⁵ ɡ u ⁵	tégú	0	1 7 8 1 7 8	6006	AXTBYT	35.T.C 35.E.V 35.6.T 35.K.C 35.Y.V 35.6.T	parler (verbe seulement)	1458	Toro_Tegu	TE6KY6	SAY		5763
6562	1.6 3.0 1.0 1.3 3.0 1.0	tíŋí	tíŋí, dàmá	t i ⁵ ŋ i ⁵	speak (verb only)	24	t i ⁵ ŋ i ⁵	tíŋí	0	1 7 8 4 7 8	6018	AXTBYT	24.T.C 24.I.V 24.6.T 24.N.C 24.I.V 24.6.T	parler (verbe seulement)	1458	Nanga	TI6NI6	SAY		5775
6563	1.6 3.0 1.0 1.3 3.0 1.0	tíŋɛ́	tíŋɛ́	t i ⁵ ŋ ɛ ⁵	speak (verb only)	32	t i ⁵ ŋ ɛ ⁵	tíŋɛ́	0	1 7 8 4 7 8	6018	AXTBYT	32.T.C 32.I.V 32.6.T 32.N.C 32.E.V 32.6.T	parler (verbe seulement)	1458	Togo_Kan	TI6NE6	SAY		5775
6564	1.6 3.0 1.0	sɔ́ɔ́	sɔ́ɔ́	s ɔː ⁵ - - ( - - - )	speak (verb only)	33	s ɔː ⁵	sɔ́ɔ́	0	3 7 8	6013	AXT	33.S.C 33.U.V 33.6.T	parler (verbe seulement)	1458	Tommo_So	SU6	SAY		5765
6565	1.6 3.0 1.0 1.3 3.0 1.0	dàmé	dàmé	d a ¹ m e ⁵	speak (verb only)	16	d a ¹ m e ⁵	dàmé	0	1 7 8 4 7 8	6012	AXTBYT	16.T.C 16.A.V 16.6.T 16.M.C 16.E.V 16.6.T	parler (verbe seulement)	1458	Dogul_Dom	TA6ME6	SAY		5769
6566	3.0 1.0 0.5	ɔ́r	ɔ́r (ɔ́r-tì-)	ɔ ⁵ r	speak (verb only)	30	ɔ ⁵ r	ɔ́r	0	7 8 5	6022	XTN	30.U.V 30.6.T 30.R.c	parler (verbe seulement)	1458	Tebul_Ure	U6R	SAY		5779
6567	1.6 3.0 1.0 1.3 3.0 1.0	tágè	tágè, tá:yè	t a ⁵ ɡ e ¹ ( - - - - - - - )	speak (verb only)	15	t a ⁵ ɡ e ¹	tágè	0	1 7 8 1 7 8	6006	AXTBYT	15.T.C 15.A.V 15.6.T 15.K.C 15.E.V 15.6.T	parler (verbe seulement)	1458	Bunoge	TA6KE6	SAY		5763
6568	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	sɔ́yy-ɛ̀:	sɔ́yy-ɛ̀:-	s ɔ ⁵ j j ( + ɛː ¹ )	speak (verb only)	17	s ɔ ⁵ j j + ɛː ¹	sɔ́yy-ɛ̀:	0	3 7 8 6 6 9 7 8	6013	AXTLN_XT	17.S.C 17.U.V 17.6.T 17.J.c 17.J.c 17._._ 17.E.V 17.6.T	parler (verbe seulement)	1458	Donno_So	SU6JJ_E6	SAY		5770
6569	1.6 3.0 1.0 0.5	dám	dám(ú)	d a ⁵ m - -	speak (verb only)	31	d a ⁵ m	dám	0	1 7 8 4	6012	AXTN	31.T.C 31.A.V 31.6.T 31.M.c	parler (verbe seulement)	1458	Tiranige_Diga	TA6M	SAY		5769
6570	1.6 3.0 1.0 1.3 3.0 1.0	dámí	dámí	d a ⁵ m i ⁵	speak (verb only)	22	d a ⁵ m i ⁵	dámí	0	1 7 8 4 7 8	6012	AXTBYT	22.T.C 22.A.V 22.6.T 22.M.C 22.I.V 22.6.T	parler (verbe seulement)	1458	Mombo	TA6MI6	SAY		5769
6571	1.6 3.0 1.0 0.5	dám	dám	d a ⁵ m - -	speak (verb only)	25	d a ⁵ m	dám	0	1 7 8 4	6012	AXTN	25.T.C 25.A.V 25.6.T 25.M.c	parler (verbe seulement)	1458	Penange	TA6M	SAY		5769
6572	1.6 3.0 1.0	té:	té:	t eː ⁵ - - - ( - - - - - - - )	speak (verb only)	4	t eː ⁵	té:	0	1 7 8	6006	AXT	4.T.C 4.E.V 4.6.T	parler (verbe seulement)	1458	Bankan_Tey	TE6	SAY		5762
6573	1.6 3.0 1.0 1.3 3.0 1.0	tégé	tégé	t e ⁵ ɡ e ⁵ ( - - - - - - - )	speak (verb only)	5	t e ⁵ ɡ e ⁵	tégé	1	1 7 8 1 7 8	6006	AXTBYT	5.T.C 5.E.V 5.6.T 5.K.C 5.E.V 5.6.T	parler (verbe seulement)	1458	Ben_Tey	TE6KE6	SAY		5763
6574	1.6 3.0 1.0 0.5	dǎm	dǎm	d a ¹⁵ m - -	speak (verb only)	23	d a ¹⁵ m	dǎm	0	1 7 8 4	6012	AXTN	23.T.C 23.A.V 23.2.T 23.M.c	parler (verbe seulement)	1458	Najamba	TA2M	SAY		5769
6575	1.6 3.0 1.0 1.3 3.0 1.0	tégé	tégé	t e ⁵ ɡ e ⁵ ( - - - - - - - )	speak (verb only)	26	t e ⁵ ɡ e ⁵	tégé	1	1 7 8 1 7 8	6006	AXTBYT	26.T.C 26.E.V 26.6.T 26.K.C 26.E.V 26.6.T	parler (verbe seulement)	1458	Perge_Tegu	TE6KE6	SAY		5763
6576	1.6 3.0 1.0 0.5	dǎm	dǎm	d a ¹⁵ m - -	speak (verb only)	36	d a ¹⁵ m	dǎm	0	1 7 8 4	6012	AXTN	36.T.C 36.A.V 36.2.T 36.M.c	parler (verbe seulement)	1458	Yanda_Dom	TA2M	SAY		5769
6577	1.6 3.0 1.0 1.3 3.0 1.0	tégé	tégé	t e ⁵ ɡ e ⁵ ( - - - - - - - )	speak (verb only)	37	t e ⁵ ɡ e ⁵	tégé	1	1 7 8 1 7 8	6006	AXTBYT	37.T.C 37.E.V 37.6.T 37.K.C 37.E.V 37.6.T	parler (verbe seulement)	1458	Yorno_So	TE6KE6	SAY		5763
9397	1.6 3.0 1.0	fɔ́	fɔ́	f ɔ ⁵		2	f ɔ ⁵	fɔ́	0	3 7 8	8613	AXT	2.B.C 2.U.V 2.6.T		1458	Bambara	BU6	SAY		5760
#
6578	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	kòkòmbû:	kòkòmbû:	k o ¹ ( + ) k o ¹ m b uː ⁵¹ - - - ( - ) - - -	scale (of fish or snake)	4	k o ¹ k o ¹ m b uː ⁵¹	kòkòmbû:	0	1 7 8 1 7 8 4 1 7 8	8614	AXTBYTMBYT	4.K.C 4.U.V 4.6.T 4.K.C 4.U.V 4.6.T 4.M.c 4.P.C 4.Y.V 4.3.T	écaille (de poisson ou de serpent)	266	Bankan_Tey	KU6KU6MPY3	SCALE		5790
6579	1.6 3.0 1.0	cɛ̂:	cɛ̂:	tʃ ɛː ⁵¹ - - - - - - -	scale (of fish or snake)	5	tʃ ɛː ⁵¹	cɛ̂:	0	1 7 8	6048	AXT	5.T.C 5.E.V 5.3.T	écaille (de poisson ou de serpent)	266	Ben_Tey	TE3	SCALE		5791
6580	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kɛ̀jɛ̀lɛ̀	kɛ̀jɛ̀lɛ̀	k ɛ ¹ - dʒ ɛ ¹ l ɛ ¹	scale (of fish or snake)	15	k ɛ ¹ dʒ ɛ ¹ l ɛ ¹	kɛ̀jɛ̀lɛ̀	0	1 7 8 1 7 8 5 7 8	6048	AXTBYTBYT	15.K.C 15.E.V 15.6.T 15.T.C 15.E.V 15.6.T 15.L.C 15.E.V 15.6.T	écaille (de poisson ou de serpent)	266	Bunoge	KE6TE6LE6	SCALE		5792
6581	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	kòbùlúŋ	kòbùlúŋ	k o ¹ ( - ) - - - - b u ¹ l u ⁵ ( + ) ŋ - -	scale (of fish or snake)	16	k o ¹ b u ¹ l u ⁵ ŋ	kòbùlúŋ	0	1 7 8 1 7 8 5 7 8 4	8614	AXTBYTBYTN	16.K.C 16.U.V 16.6.T 16.P.C 16.Y.V 16.6.T 16.L.C 16.Y.V 16.6.T 16.N.c	écaille (de poisson ou de serpent)	266	Dogul_Dom	KU6PY6LY6N	SCALE		5793
6582	1.6 3.0 1.0 1.3 3.0 1.0	kògô:	kògô:	k o ¹ ɡ oː ⁵¹	scale (of fish or snake)	23	k o ¹ ɡ oː ⁵¹	kògô:	0	1 7 8 1 7 8	6042	AXTBYT	23.K.C 23.U.V 23.6.T 23.K.C 23.U.V 23.3.T	écaille (de poisson ou de serpent)	266	Najamba	KU6KU3	SCALE		5798
6583	1.6 3.0 1.0	kɛ̂:	kɛ̂:	k ɛː ⁵¹ - - - - - - -	scale (of fish or snake)	24	k ɛː ⁵¹	kɛ̂:	0	1 7 8	6048	AXT	24.K.C 24.E.V 24.3.T	écaille (de poisson ou de serpent)	266	Nanga	KE3	SCALE		5791
6584	1.6 3.0 1.0 1.1 1.3 3.0 1.0	cɛ́bdɛ́	cɛ́bdɛ́	tʃ ɛ ⁵ b d ɛ ⁵ - - -	scale (of fish or snake)	30	tʃ ɛ ⁵ b d ɛ ⁵	cɛ́bdɛ́	0	1 7 8 1 1 7 8	6048	AXTMBYT	30.T.C 30.E.V 30.6.T 30.P.c 30.T.C 30.E.V 30.6.T	écaille (de poisson ou de serpent)	266	Tebul_Ure	TE6PTE6	SCALE		5802
6585	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kò-kǒ:	kò-kǒ:	k o ¹ ( + ) k oː ¹⁵ - - - - - - - ( - ) - - -	scale (of fish or snake)	32	k o ¹ + k oː ¹⁵	kò-kǒ:	0	1 7 8 9 1 7 8	8614	AXT_AXT	32.K.C 32.U.V 32.6.T 32._._ 32.K.C 32.U.V 32.2.T	écaille (de poisson ou de serpent)	266	Togo_Kan	KU6_KU2	SCALE		5795
6586	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kɛ́bɛ́dɛ́	kɛ́bɛ́dɛ́	k ɛ ⁵ b - ɛ ⁵ d ɛ ⁵	scale (of fish or snake)	33	k ɛ ⁵ b ɛ ⁵ d ɛ ⁵	kɛ́bɛ́dɛ́	0	1 7 8 1 7 8 1 7 8	6048	AXTBYTBYT	33.K.C 33.E.V 33.6.T 33.P.C 33.E.V 33.6.T 33.T.C 33.E.V 33.6.T	écaille (de poisson ou de serpent)	266	Tommo_So	KE6PE6TE6	SCALE		5805
6587	1.6 3.0 1.0 1.3 1.2 3.0 1.0	cɛ́bzɛ́	cɛ́bzɛ́	tʃ ɛ ⁵ b z ɛ ⁵ - - -	scale (of fish or snake)	36	tʃ ɛ ⁵ b z ɛ ⁵	cɛ́bzɛ́	0	1 7 8 1 3 7 8	6048	AXTBCYT	36.T.C 36.E.V 36.6.T 36.P.C 36.S.C 36.E.V 36.6.T	écaille (de poisson ou de serpent)	266	Yanda_Dom	TE6PSE6	SCALE		5802
6588	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0	kòbìlì-ý	kòbìlì-ý	k o ¹ ( - ) - - - - b i ¹ l i ¹ ( + ) j - ⁵	scale (of fish or snake)	37	k o ¹ b i ¹ l i ¹ + j ⁵	kòbìlì-ý	0	1 7 8 1 7 8 5 7 8 9 6 8	8614	AXTBYTBYT_AT	37.K.C 37.U.V 37.6.T 37.P.C 37.I.V 37.6.T 37.L.C 37.I.V 37.6.T 37._._ 37.J.C 37.6.T	écaille (de poisson ou de serpent)	266	Yorno_So	KU6PI6LI6_J6	SCALE		5793
6589	1.6 3.0 1.0 0.5	kǒw	kǒw, pómó	- - - ( - ) k o ¹⁵ w - - - - - - ( - ) - - -	scale (of fish or snake)	35	k o ¹⁵ w	kǒw	1	1 7 8 6	8614	AXTN	35.K.C 35.U.V 35.2.T 35.W.c	écaille (de poisson ou de serpent)	266	Toro_Tegu	KU2W	SCALE		5807
6590	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	kì-kǒw	kì-kǒw	k i ¹ ( + ) k o ¹⁵ w - - - - - - ( - ) - - -	scale (of fish or snake)	20	k i ¹ + k o ¹⁵ w	kì-kǒw	0	1 7 8 9 1 7 8 6	8614	AXT_AXTN	20.K.C 20.I.V 20.6.T 20._._ 20.K.C 20.U.V 20.2.T 20.W.c	écaille (de poisson ou de serpent)	266	Jamsay	KI6_KU2W	SCALE		5795
