# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
7506	Mombo	SPIT	sò:njí_swɛ́:	s oː ¹ n dʒ i ⁵ _ s w ɛː ⁵	6826	s oː ¹ n dʒ i ⁵ _ s w ɛː ⁵	3 7 8 4 1 7 8 9 3 6 7 8	AXTMBYT_ACXT	SU6NTI6_SWE6	22	22.S.C 22.U.V 22.6.T 22.N.c 22.T.C 22.I.V 22.6.T 22._._ 22.S.C 22.W.C 22.E.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
7507	Najamba	SPIT	sǔndè_swɛ́	s u ¹⁵ n d e ¹ _ s w ɛ ⁵	6826	s u ¹⁵ n d e ¹ _ s w ɛ ⁵	3 7 8 4 1 7 8 9 3 6 7 8	AXTMBYT_ACXT	SY2NTE6_SWE6	23	23.S.C 23.Y.V 23.2.T 23.N.c 23.T.C 23.E.V 23.6.T 23._._ 23.S.C 23.W.C 23.E.V 23.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
7508	Nanga	SPIT	tɔ̀njî_tɔ́njí	t ɔ ¹ n dʒ i ⁵¹ _ t ɔ ⁵ n dʒ i ⁵	6820	t ɔ ¹ n dʒ i ⁵¹ _ t ɔ ⁵ n dʒ i ⁵	1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	AXTMBYT_AXTMBYT	TU6NTI3_TU6NTI6	24	24.T.C 24.U.V 24.6.T 24.N.c 24.T.C 24.I.V 24.3.T 24._._ 24.T.C 24.U.V 24.6.T 24.N.c 24.T.C 24.I.V 24.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7509	Penange	SPIT	sò:njì_swɛ́:	s oː ¹ n dʒ i ¹ _ s w ɛː ⁵	6826	s oː ¹ n dʒ i ¹ _ s w ɛː ⁵	3 7 8 4 1 7 8 9 3 6 7 8	AXTMBYT_ACXT	SU6NTI6_SWE6	25	25.S.C 25.U.V 25.6.T 25.N.c 25.T.C 25.I.V 25.6.T 25._._ 25.S.C 25.W.C 25.E.V 25.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
7510	Perge_Tegu	SPIT	yɔ̀rɔ̀-ní:_tɔ́:	j ɔ ¹ r ɔ ¹ + n iː ⁵ _ t ɔː	6824	j ɔ ¹ r ɔ ¹ + n iː ⁵ _ t ɔː	6 7 8 5 7 8 9 4 7 8 9 1 7	AXTBYT_AXT_AX	JU6RU6_NI6_TU	26	26.J.C 26.U.V 26.6.T 26.R.C 26.U.V 26.6.T 26._._ 26.N.C 26.I.V 26.6.T 26._._ 26.T.C 26.U.V	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0	0
7511	Songhai_Senni	SPIT	túfêy	t u ⁵ f e ⁵¹ j	6831	t u ⁵ f e ⁵¹ j	1 7 8 3 7 8 6	AXTBYTN	TY6BE3J	28	28.T.C 28.Y.V 28.6.T 28.B.C 28.E.V 28.3.T 28.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
7512	Soninke	SPIT	tuba	t u b a	6832	t u b a	1 7 1 7	AXBZ	TYPA	29	29.T.C 29.Y.V 29.P.C 29.A.V	2.0 1.5 1.75 0.8	0
7513	Soninke	SPIT	tupa	t u p a	6832	t u p a	1 7 1 7	AXBZ	TYPA	29	29.T.C 29.Y.V 29.P.C 29.A.V	2.0 1.5 1.75 0.8	0
7514	Soninke	SPIT	tufa	t u f a	6832	t u f a	1 7 3 7	AXBZ	TYBA	29	29.T.C 29.Y.V 29.B.C 29.A.V	2.0 1.5 1.75 0.8	0
7515	Soninke	SPIT	túhà	t u ⁵ h a ¹	6843	t u ⁵ h a ¹	1 7 8 3 7 8	AXTBYT	TY6HA6	29	29.T.C 29.Y.V 29.6.T 29.H.C 29.A.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7516	Soninke	SPIT	toⁿɲoⁿ	t o ∼ ɲ o ∼	6844	t o ∼ ɲ o ∼	1 7 4 4 7 4	AXMBYN	TU9NU9	29	29.T.C 29.U.V 29.9.c 29.N.C 29.U.V 29.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7517	Tebul_Ure	SPIT	yò-ínjé_tɔ́	j o ¹ + i ⁵ n dʒ e ⁵ _ t ɔ ⁵	6833	j o ¹ + i ⁵ n dʒ e ⁵ _ t ɔ ⁵	6 7 8 9 7 8 4 1 7 8 9 1 7 8	AXT_XTMBYT_AXT	JU6_I6NTE6_TU6	30	30.J.C 30.U.V 30.6.T 30._._ 30.I.V 30.6.T 30.N.c 30.T.C 30.E.V 30.6.T 30._._ 30.T.C 30.U.V 30.6.T	1.6 3.0 1.0 0.0 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7518	Tiranige_Diga	SPIT	só:ndí_tɔ́:	s oː ⁵ n d i ⁵ _ t ɔː	6826	s oː ⁵ n d i ⁵ _ t - ɔː -	3 7 8 4 1 7 8 9 1 7	AXTMBYT_AX	SU6NTI6_TU	31	31.S.C 31.U.V 31.6.T 31.N.c 31.T.C 31.I.V 31.6.T 31._._ 31.T.C 31.U.V	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0	0
7519	Togo_Kan	SPIT	tùrɔ̀-dí:_túrɔ́	t u ¹ r ɔ ¹ + d iː ⁵ _ t u ⁵ r ɔ ⁵	6835	t u ¹ r ɔ ¹ + d iː - ⁵ _ t u ⁵ r ɔ ⁵	1 7 8 5 7 8 9 1 7 8 9 1 7 8 5 7 8	AXTBYT_AXT_AXTBYT	TY6RU6_TI6_TY6RU6	32	32.T.C 32.Y.V 32.6.T 32.R.C 32.U.V 32.6.T 32._._ 32.T.C 32.I.V 32.6.T 32._._ 32.T.C 32.Y.V 32.6.T 32.R.C 32.U.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7520	Tommo_So	SPIT	yúlɔ́_tɔ́ɔ́	j u ⁵ l ɔ ⁵ _ t ɔː ⁵	6836	j u ⁵ l ɔ ⁵ _ t ɔː ⁵	6 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	JY6LU6_TU6	33	33.J.C 33.Y.V 33.6.T 33.L.C 33.U.V 33.6.T 33._._ 33.T.C 33.U.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7521	Tomo_Kan	SPIT	tùrɛ̀-jì:ⁿ_túrɛ́	t u ¹ r ɛ ¹ + dʒ ĩː ∼ ¹ _ t u ⁵ r ɛ ⁵	6835	t u ¹ r ɛ ¹ + dʒ ĩː ∼ ¹ _ t u ⁵ r ɛ ⁵	1 7 8 5 7 8 9 1 7 4 8 9 1 7 8 5 7 8	AXTBYT_AXLT_AXTBYT	TY6RE6_TI96_TY6RE6	34	34.T.C 34.Y.V 34.6.T 34.R.C 34.E.V 34.6.T 34._._ 34.T.C 34.I.V 34.9.c 34.6.T 34._._ 34.T.C 34.Y.V 34.6.T 34.R.C 34.E.V 34.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7522	Toro_Tegu	SPIT	kàlú_tú	k a ¹ l u ⁵ _ t u ⁵	6838	k a ¹ l u ⁵ _ t u ⁵	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	KA6LY6_TY6	36	36.K.C 36.A.V 36.6.T 36.L.C 36.Y.V 36.6.T 36._._ 36.T.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7523	Yanda_Dom	SPIT	sùmzú_tó:	s u ¹ m z u ⁵ _ t oː ⁵	6818	s u ¹ m z u ⁵ - - - - _ t oː ⁵	3 7 8 4 3 7 8 9 1 7 8	AXTMBYT_AXT	SY6MSY6_TU6	37	37.S.C 37.Y.V 37.6.T 37.M.c 37.S.C 37.Y.V 37.6.T 37._._ 37.T.C 37.U.V 37.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7524	Yorno_So	SPIT	yù:jǎ:_tɔ́:	j uː ¹ dʒ aː ¹⁵ _ t ɔː	6836	j uː ¹ dʒ aː ¹⁵ _ t ɔː -	6 7 8 1 7 8 9 1 7	AXTBYT_AX	JY6TA2_TU	38	38.J.C 38.Y.V 38.6.T 38.T.C 38.A.V 38.2.T 38._._ 38.T.C 38.U.V	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0	0
#
7525	Bambara	SPRING OR WELL	kɔ̀lɔ̰́	k ɔ ¹ l ɔ ∼ ³	6845	k ɔ ¹ l ɔ ∼ ³	1 7 8 5 7 4 8	AXTBYLT	KU6LU96	2	2.K.C 2.U.V 2.6.T 2.L.C 2.U.V 2.9.c 2.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0
7526	Bangime	SPRING OR WELL	sāàⁿ	s ã: ∼ ³¹	6846	s ã: ∼ ³¹	3 7 4 8	AXLT	SA93	3	3.S.C 3.A.V 3.9.c 3.3.T	1.6 3.0 1.1 1.0	0
7527	Bankan_Tey	SPRING OR WELL	dǎyⁿ	d a ¹⁵ j ∼	6847	d a ¹⁵ j ∼	1 7 8 6 4	AXTLN	TA2J9	4	4.T.C 4.A.V 4.2.T 4.J.c 4.9.c	1.6 3.0 1.0 1.1 0.5	0
7528	Fulfulde	SPRING OR WELL	ɓun-ndu	ɓ u n + n d u	6848	ɓ u n + n d u	1 7 4 9 4 1 7	AXN_ACZ	PYN_NTY	18	18.P.C 18.Y.V 18.N.c 18._._ 18.N.C 18.T.C 18.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
7529	Gourou	SPRING OR WELL	à_kɔ́rɔ́	a ¹ _ k ɔ ⁵ r ɔ ⁵	6849	a ¹ _ k ɔ ⁵ r ɔ ⁵	7 8 9 1 7 8 5 7 8	XT_AXTBYT	A6_KU6RU6	19	19.A.V 19.6.T 19._._ 19.K.C 19.U.V 19.6.T 19.R.C 19.U.V 19.6.T	3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7530	Jenaama	SPRING OR WELL	tèndé	t e ¹ n d e ⁵	6850	t e ¹ n d e ⁵	1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	21	21.T.C 21.E.V 21.6.T 21.N.c 21.T.C 21.E.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7531	Mombo	SPRING OR WELL	ɔ́ndɔ́	ɔ ⁵ n d ɔ ⁵	6851	ɔ ⁵ n d ɔ ⁵	7 8 4 1 7 8	XTMBYT	U6NTU6	22	22.U.V 22.6.T 22.N.c 22.T.C 22.U.V 22.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7532	Najamba	SPRING OR WELL	dǎy-ŋgé	d a ¹⁵ j + ŋ ɡ e ⁵	6852	d a ¹⁵ j + ŋ ɡ e ⁵	1 7 8 6 9 4 1 7 8	AXTN_ACYT	TA2J_NKE6	23	23.T.C 23.A.V 23.2.T 23.J.c 23._._ 23.N.C 23.K.C 23.E.V 23.6.T	1.6 3.0 1.0 0.5 0.0 1.6 1.2 3.0 1.0	0
7533	Nanga	SPRING OR WELL	ɛ̌:	ɛː ¹⁵	6853	ɛː ¹⁵	7 8	XT	E2	24	24.E.V 24.2.T	3.0 1.0	0
7534	Penange	SPRING OR WELL	ɔ́ndɔ́	ɔ ⁵ n d ɔ ⁵	6851	ɔ ⁵ n d ɔ ⁵	7 8 4 1 7 8	XTMBYT	U6NTU6	25	25.U.V 25.6.T 25.N.c 25.T.C 25.U.V 25.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7535	Perge_Tegu	SPRING OR WELL	ɛ̀_kɔ́rɔ́	ɛ ¹ _ k ɔ ⁵ r ɔ ⁵	6849	ɛ ¹ _ k ɔ ⁵ r ɔ ⁵	7 8 9 1 7 8 5 7 8	XT_AXTBYT	E6_KU6RU6	26	26.E.V 26.6.T 26._._ 26.K.C 26.U.V 26.6.T 26.R.C 26.U.V 26.6.T	3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7536	Songhai_Kiini	SPRING OR WELL	dǎy	d a ¹⁵ j	6856	d a ¹⁵ j	1 7 8 6	AXTN	TA2J	27	27.T.C 27.A.V 27.2.T 27.J.c	1.6 3.0 1.0 0.5	0
7537	Soninke	SPRING OR WELL	gèdê	ɡ e ¹ d e ⁵¹	6857	ɡ e ¹ d e ⁵¹	1 7 8 1 7 8	AXTBYT	KE6TE3	29	29.K.C 29.E.V 29.6.T 29.T.C 29.E.V 29.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7538	Tebul_Ure	SPRING OR WELL	sògó	s o ¹ ɡ o ⁵	6858	s o ¹ ɡ o ⁵	3 7 8 1 7 8	AXTBYT	SU6KU6	30	30.S.C 30.U.V 30.6.T 30.K.C 30.U.V 30.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7539	Tiranige_Diga	SPRING OR WELL	té:nì	t eː ⁵ n i ¹	6859	t eː ⁵ - n i ¹	1 7 8 4 7 8	AXTBYT	TE6NI6	31	31.T.C 31.E.V 31.6.T 31.N.C 31.I.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7540	Togo_Kan	SPRING OR WELL	òtě:	o ¹ t eː ¹⁵	6860	o ¹ t eː ¹⁵	7 8 1 7 8	XTBYT	U6TE2	32	32.U.V 32.6.T 32.T.C 32.E.V 32.2.T	3.0 1.0 1.3 3.0 1.0	0
7541	Tommo_So	SPRING OR WELL	tènné	t e ¹ n n e ⁵	6859	t e ¹ n n e ⁵	1 7 8 4 4 7 8	AXTMBYT	TE6NNE6	33	33.T.C 33.E.V 33.6.T 33.N.c 33.N.C 33.E.V 33.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7542	Toro_Tegu	SPRING OR WELL	téwó	t e ⁵ w o ⁵	6863	t e ⁵ w o ⁵	1 7 8 6 7 8	AXTBYT	TE6WU6	36	36.T.C 36.E.V 36.6.T 36.W.C 36.U.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7543	Yanda_Dom	SPRING OR WELL	ìnjù_gùl	i ¹ n dʒ u ¹ _ ɡ u ¹ l	6864	i ¹ n dʒ u ¹ _ ɡ u ¹ l	7 8 4 1 7 8 9 1 7 8 5	XTMBYT_AXTN	I6NTY6_KY6L	37	37.I.V 37.6.T 37.N.c 37.T.C 37.Y.V 37.6.T 37._._ 37.K.C 37.Y.V 37.6.T 37.L.c	3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
7544	Toro_So	SPRING OR WELL	ɔ̀ɡɔ́rɔ̀	ɔ ¹ ɡ ɔ ⁵ r ɔ ¹	6849	ɔ ¹ - ɡ ɔ ⁵ r ɔ ¹	7 8 1 7 8 5 7 8	XTBYTBYT	U6KU6RU6	35	35.U.V 35.6.T 35.K.C 35.U.V 35.6.T 35.R.C 35.U.V 35.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7545	Toro_So	SPRING OR WELL	ègɛ́rɛ́	e ¹ ɡ ɛ ⁵ r ɛ ⁵	6866	e ¹ ɡ ɛ ⁵ r ɛ ⁵	7 8 1 7 8 5 7 8	XTBYTBYT	E6KE6RE6	35	35.E.V 35.6.T 35.K.C 35.E.V 35.6.T 35.R.C 35.E.V 35.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7546	Yorno_So	SPRING OR WELL	tènɛ́	t e ¹ n ɛ ⁵	6859	t e ¹ - n ɛ ⁵	1 7 8 4 7 8	AXTBYT	TE6NE6	38	38.T.C 38.E.V 38.6.T 38.N.C 38.E.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
7547	Ampari	STAR	wɛ́:_kɛ̀rɛ̀ⁿ_kɛ́rɛ̀	w ɛː ⁵ _ k ɛ ¹ r ɛ̃ ∼ ¹ _ k ɛ ⁵ r ɛ ¹	6867	w ɛː ⁵ _ k ɛ ¹ r ɛ̃ ∼ ¹ _ k ɛ ⁵ r ɛ ¹	6 7 8 9 1 7 8 5 7 4 8 9 1 7 8 5 7 8	AXT_AXTBYLT_AXTBYT	WE6_KE6RE96_KE6RE6	1	1.W.C 1.E.V 1.6.T 1._._ 1.K.C 1.E.V 1.6.T 1.R.C 1.E.V 1.9.c 1.6.T 1._._ 1.K.C 1.E.V 1.6.T 1.R.C 1.E.V 1.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.1 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7548	Bambara	STAR	kwe	k w e	6868	k w e	1 6 7	ACX	KWE	2	2.K.C 2.W.C 2.E.V	2.0 1.5 1.5	1
7549	Bangime	STAR	tōrɛ̀ɛ̀	t o ³ r ɛː ¹	6869	t o ³ r ɛː ¹	1 7 8 5 7 8	AXTBYT	TU6RE6	3	3.T.C 3.U.V 3.6.T 3.R.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7550	Bankan_Tey	STAR	bàndà_kɔ̀:rɔ̌y	b a ¹ n d a ¹ _ k ɔː ¹ r ɔ ¹⁵ j	6870	b a ¹ n d a ¹ _ k ɔː ¹ r ɔ ¹⁵ j	1 7 8 4 1 7 8 9 1 7 8 5 7 8 6	AXTMBYT_AXTBYTN	PA6NTA6_KU6RU2J	4	4.P.C 4.A.V 4.6.T 4.N.c 4.T.C 4.A.V 4.6.T 4._._ 4.K.C 4.U.V 4.6.T 4.R.C 4.U.V 4.2.T 4.J.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
7551	Ben_Tey	STAR	tóró	t o ⁵ r o ⁵	6869	t o ⁵ r o ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	5	5.T.C 5.U.V 5.6.T 5.R.C 5.U.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7552	Bozo_Debo	STAR	tuwɛⁿ	t u w ɛ̃ ∼	6872	t u w - ɛ̃ ∼	1 7 6 7 4	AXBYN	TYWE9	6	6.T.C 6.Y.V 6.W.C 6.E.V 6.9.c	2.0 1.5 1.75 1.3 0.8	0
7553	Bozo_Hainyaxo	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	7	7.T.C 7.U.V 7.9.c 7.N.C 7.U.V 7.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7554	Bozo_Korondougou_nord	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	8	8.T.C 8.U.V 8.9.c 8.N.C 8.U.V 8.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7555	Bozo_Korondougou_sud	STAR	toⁿyoⁿ	t o ∼ j o ∼	6873	t o ∼ j o ∼	1 7 4 6 7 4	AXBCYN	TU9JU9	9	9.T.C 9.U.V 9.9.C 9.J.C 9.U.V 9.9.c	2.0 1.5 1.75 1.5 1.3 0.8	0
7556	Bozo_Kotya	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	10	10.T.C 10.U.V 10.9.c 10.N.C 10.U.V 10.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7557	Bozo_Pondori_nord	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	11	11.T.C 11.U.V 11.9.c 11.N.C 11.U.V 11.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7558	Bozo_Pondori_sud	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	12	12.T.C 12.U.V 12.9.c 12.N.C 12.U.V 12.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7559	Bozo_Tiema_Cewe	STAR	sàanê	s a ¹ a n e ⁵¹	6879	s a ¹ a n e ⁵¹	3 7 8 7 4 7 8	AXTYBYT	SA6ANE3	13	13.S.C 13.A.V 13.6.T 13.A.V 13.N.C 13.E.V 13.3.T	1.6 3.0 1.0 3.0 1.3 3.0 1.0	0
7560	Bozo_Tieyaxo	STAR	toⁿɲoⁿ	t o ∼ ɲ o ∼	6873	t o ∼ ɲ o ∼ - - - - - -	1 7 4 4 7 4	AXMBYN	TU9NU9	14	14.T.C 14.U.V 14.9.c 14.N.C 14.U.V 14.9.c	2.0 1.5 1.1 1.75 1.3 0.8	0
7561	Bunoge	STAR	jɔ́ŋ_gúlɛ̀	dʒ ɔ ⁵ ŋ _ ɡ u ⁵ l ɛ ¹	6881	dʒ ɔ ⁵ - - - ŋ _ ɡ u ⁵ l ɛ ¹ - -	1 7 8 4 9 1 7 8 5 7 8	AXTN_AXTBYT	TU6N_KY6LE6	15	15.T.C 15.U.V 15.6.T 15.N.c 15._._ 15.K.C 15.Y.V 15.6.T 15.L.C 15.E.V 15.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7562	Dogul_Dom	STAR	tólò	t o ⁵ l o ¹	6869	t o ⁵ l o ¹	1 7 8 5 7 8	AXTBYT	TU6LU6	16	16.T.C 16.U.V 16.6.T 16.L.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7563	Donno_So	STAR	tòlî:	t o ¹ l iː ⁵¹	6869	t o ¹ l iː ⁵¹	1 7 8 5 7 8	AXTBYT	TU6LI3	17	17.T.C 17.U.V 17.6.T 17.L.C 17.I.V 17.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7564	Fulfulde	STAR	albalda	a l b a l d a	6884	a l b a l d a	7 5 1 7 5 1 7	XMBYMBZ	ALPALTA	18	18.A.V 18.L.c 18.P.C 18.A.V 18.L.c 18.T.C 18.A.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	0
7565	Jamsay	STAR	tóró	t o ⁵ r o ⁵	6869	t o ⁵ r o ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	20	20.T.C 20.U.V 20.6.T 20.R.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7566	Jenaama	STAR	tɔ́ɲɔ̄wⁿ	t ɔ ⁵ ɲ ɔ ³ w̃ ∼	6873	t ɔ - - - - ⁵ ɲ ɔ ³ w̃ ∼	1 7 8 4 7 8 6 4	AXTBYTLN	TU6NU6W9	21	21.T.C 21.U.V 21.6.T 21.N.C 21.U.V 21.6.T 21.W.c 21.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
7567	Mombo	STAR	áŋ_kɔ́lɛ̀	a ⁵ ŋ _ k ɔ ⁵ l ɛ ¹	6881	- a ⁵ - - - ŋ _ k ɔ ⁵ l ɛ ¹ - -	7 8 4 9 1 7 8 5 7 8	XTN_AXTBYT	A6N_KU6LE6	22	22.A.V 22.6.T 22.N.c 22._._ 22.K.C 22.U.V 22.6.T 22.L.C 22.E.V 22.6.T	3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7568	Najamba	STAR	ànjì	a ¹ n dʒ i ¹	6888	a ¹ n dʒ i ¹	7 8 4 1 7 8	XTMBYT	A6NTI6	23	23.A.V 23.6.T 23.N.c 23.T.C 23.I.V 23.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7569	Nanga	STAR	wà:_kɔ̀rɔ́	w aː ¹ _ k ɔ ¹ r ɔ ⁵	6889	w aː ¹ _ k ɔ ¹ r ɔ ⁵	6 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	WA6_KU6RU6	24	24.W.C 24.A.V 24.6.T 24._._ 24.K.C 24.U.V 24.6.T 24.R.C 24.U.V 24.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7570	Penange	STAR	ɔ̀jɔ̀_gɔ̀lɔ̀	ɔ ¹ dʒ ɔ ¹ _ ɡ ɔ ¹ l ɔ ¹	6881	- ɔ ¹ dʒ ɔ ¹ - _ ɡ ɔ ¹ l ɔ ¹ - -	7 8 1 7 8 9 1 7 8 5 7 8	XTBYT_AXTBYT	U6TU6_KU6LU6	25	25.U.V 25.6.T 25.T.C 25.U.V 25.6.T 25._._ 25.K.C 25.U.V 25.6.T 25.L.C 25.U.V 25.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7571	Perge_Tegu	STAR	tóró	t o ⁵ r o ⁵	6869	t o ⁵ r o ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	26	26.T.C 26.U.V 26.6.T 26.R.C 26.U.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7572	Soninke	STAR	dòló	d o ¹ l o ⁵	6869	d o ¹ l o ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	29	29.T.C 29.U.V 29.6.T 29.L.C 29.U.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7573	Tebul_Ure	STAR	tóndó:	t o ⁵ n d oː ⁵	6893	t o ⁵ n d oː ⁵ - - - - - -	1 7 8 4 1 7 8	AXTMBYT	TU6NTU6	30	30.T.C 30.U.V 30.6.T 30.N.c 30.T.C 30.U.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7574	Tiranige_Diga	STAR	kɔ̀lɔ̀ŋ_kɔ́lɔ̀wⁿ	k ɔ ¹ l ɔ ¹ ŋ _ k ɔ ⁵ l ɔ ¹ w̃ ∼	6881	k ɔ ¹ l ɔ ¹ ŋ _ k ɔ ⁵ l ɔ ¹ w̃ ∼	1 7 8 5 7 8 4 9 1 7 8 5 7 8 6 4	AXTBYTN_AXTBYTLN	KU6LU6N_KU6LU6W9	31	31.K.C 31.U.V 31.6.T 31.L.C 31.U.V 31.6.T 31.N.c 31._._ 31.K.C 31.U.V 31.6.T 31.L.C 31.U.V 31.6.T 31.W.c 31.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
7575	Togo_Kan	STAR	tóró	t o ⁵ r o ⁵	6869	t o ⁵ r o ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	32	32.T.C 32.U.V 32.6.T 32.R.C 32.U.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7576	Tommo_So	STAR	tòndòlò-ý	t o ¹ n d o ¹ l o ¹ + j ⁵	6893	t o ¹ n d o ¹ l o ¹ + j ⁵	1 7 8 4 1 7 8 5 7 8 9 6 8	AXTMBYTBYT_AT	TU6NTU6LU6_J6	33	33.T.C 33.U.V 33.6.T 33.N.c 33.T.C 33.U.V 33.6.T 33.L.C 33.U.V 33.6.T 33._._ 33.J.C 33.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0	0
