ID	WEIGHTS	FORM	VALUE	ALIGNMENT	CONCEPT_IN_SOURCE	LANGID	TOKENS	IPA	DUPLICATES	SONARS	COGID	PROSTRINGS	NUMBERS	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CLASSES	CONCEPT	BORROWINGS
6947	1.6 3.0 1.0 1.3 3.0 1.0	pé:zú	pé:zú	p eː ⁵ z u ⁵	sheep	19	p eː ⁵ z u ⁵	pé:zú	0	1 7 8 3 7 8	6435	AXTBYT	19.P.C 19.E.V 19.6.T 19.S.C 19.Y.V 19.6.T	mouton	1331	Gourou	PE6SY6	SHEEP	
6948	1.6 3.0 1.0 1.3 3.0 1.0	pɛ̀gɛ́	pɛ̀gɛ́	p ɛ ¹ ( - ) ɡ ɛ ⁵	sheep	23	p ɛ ¹ ɡ ɛ ⁵	pɛ̀gɛ́	0	1 7 8 1 7 8	6441	AXTBYT	23.P.C 23.E.V 23.6.T 23.K.C 23.E.V 23.6.T	mouton	1331	Najamba	PE6KE6	SHEEP	
6949	1.6 3.0 1.0 1.1 1.3 3.0 1.0	pɛ̀rgɛ́	pɛ̀rgɛ́	p ɛ ¹ ( r ) ɡ ɛ ⁵	sheep	24	p ɛ ¹ r ɡ ɛ ⁵	pɛ̀rgɛ́	0	1 7 8 5 1 7 8	6441	AXTMBYT	24.P.C 24.E.V 24.6.T 24.R.c 24.K.C 24.E.V 24.6.T	mouton	1331	Nanga	PE6RKE6	SHEEP	
6950	1.6 3.0 1.0 1.1 1.3 3.0 1.0	péddè	péddè	p e ⁵ d d e ¹	sheep	30	p e ⁵ d d e ¹	péddè	0	1 7 8 1 1 7 8	514	AXTMBYT	30.P.C 30.E.V 30.6.T 30.T.c 30.T.C 30.E.V 30.6.T	mouton	1331	Tebul_Ure	PE6TTE6	SHEEP	
6951	1.6 3.0 1.0 1.3 3.0 1.0	péjú	péjú	p e ⁵ dʒ u ⁵	sheep	32	p e ⁵ dʒ u ⁵	péjú	0	1 7 8 1 7 8	6435	AXTBYT	32.P.C 32.E.V 32.6.T 32.T.C 32.Y.V 32.6.T	mouton	1331	Togo_Kan	PE6TY6	SHEEP	
6952	1.6 3.0 1.0 1.3 3.0 1.0	pédú	pédú	p e ⁵ d u ⁵	sheep	33	p e ⁵ d u ⁵	pédú	0	1 7 8 1 7 8	6435	AXTBYT	33.P.C 33.E.V 33.6.T 33.T.C 33.Y.V 33.6.T	mouton	1331	Tommo_So	PE6TY6	SHEEP	
6953	1.6 3.0 1.0	pɛ̀:	pɛ̀:	p ɛː ¹ - - -	sheep	36	p ɛː ¹	pɛ̀:	0	1 7 8	6435	AXT	36.P.C 36.E.V 36.6.T	mouton	1331	Yanda_Dom	PE6	SHEEP	
6954	1.6 3.0 1.0 1.3 3.0 1.0	pédù	pédù	p e ⁵ d u ¹	sheep	17	p e ⁵ d u ¹	pédù	0	1 7 8 1 7 8	6435	AXTBYT	17.P.C 17.E.V 17.6.T 17.T.C 17.Y.V 17.6.T	mouton	1331	Donno_So	PE6TY6	SHEEP	
6955	1.6 3.0 1.0 1.3 3.0 1.0	pé:jú	pé:jú	p eː ⁵ dʒ u ⁵	sheep	20	p eː ⁵ dʒ u ⁵	pé:jú	0	1 7 8 1 7 8	6435	AXTBYT	20.P.C 20.E.V 20.6.T 20.T.C 20.Y.V 20.6.T	mouton	1331	Jamsay	PE6TY6	SHEEP	
6956	3.0 1.0 1.1 1.3 3.0 1.0	ánnà	ánnà	a ⁵ n n a ¹	sheep	22	a ⁵ n n a ¹	ánnà	0	7 8 4 4 7 8	6440	XTMBYT	22.A.V 22.6.T 22.N.c 22.N.C 22.A.V 22.6.T	mouton	1331	Mombo	A6NNA6	SHEEP	
6957	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6	àlàmùnɔ̀_y	àlàmùnɔ̀_y	( - ) a ¹ l a ¹ m u ¹ ( n ɔ ¹ _ j )	sheep	25	a ¹ l a ¹ m u ¹ n ɔ ¹ _ j	àlàmùnɔ̀_y	0	7 8 5 7 8 4 7 8 4 7 8 9 6	6443	XTBYTBYTBYT_A	25.A.V 25.6.T 25.L.C 25.A.V 25.6.T 25.M.C 25.Y.V 25.6.T 25.N.C 25.U.V 25.6.T 25._._ 25.J.C	mouton	1331	Penange	A6LA6MY6NU6_J	SHEEP	
6958	3.0 1.0 1.1 1.3 3.0 1.0	ámbá	ámbá ~ á:ná	( - ) a ⁵ m b a ⁵ ( - - - - )	sheep	31	a ⁵ m b a ⁵	ámbá	0	7 8 4 1 7 8	6431	XTMBYT	31.A.V 31.6.T 31.M.c 31.P.C 31.A.V 31.6.T	mouton	1331	Tiranige_Diga	A6MPA6	SHEEP	
6959	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	ŋámbárà	ŋámbárà	( ŋ ) a ⁵ m b a ⁵ ( + r a ¹ )	sheep	3	ŋ a ⁵ m b a ⁵ r a ¹	ŋámbárà	0	4 7 8 4 1 7 8 5 7 8	6431	AXTMBYTBYT	3.N.C 3.A.V 3.6.T 3.M.c 3.P.C 3.A.V 3.6.T 3.R.C 3.A.V 3.6.T	mouton	1331	Bangime	NA6MPA6RA6	SHEEP	Tiranige_Diga
6960	2.0 1.5 1.3 1.3 1.75 0.8	mbaalu	mbaalu	m b a: l u	sheep	18	m b a a l u	mbaalu	0	4 1 7 7 5 7	6436	ACYYBZ	18.M.C 18.P.C 18.A.V 18.A.V 18.L.C 18.Y.V	mouton	1331	Fulfulde	MPAALY	SHEEP	
6961	1.6 3.0 1.0 1.3 3.0 1.0	sɔ̀gɔ̀	sɔ̀gɔ̀	s ɔ ¹ ɡ ɔ ¹	sheep	21	s ɔ ¹ ɡ ɔ ¹	sɔ̀gɔ̀	0	3 7 8 1 7 8	6430	AXTBYT	21.S.C 21.U.V 21.6.T 21.K.C 21.U.V 21.6.T	mouton	1331	Jenaama	SU6KU6	SHEEP	
6962	1.6 3.0 1.0 1.3 3.0 1.0	pé:sú	pé:sú	p eː ⁵ s u ⁵	sheep	26	p eː ⁵ s u ⁵	pé:sú	0	1 7 8 3 7 8	6435	AXTBYT	26.P.C 26.E.V 26.6.T 26.S.C 26.Y.V 26.6.T	mouton	1331	Perge_Tegu	PE6SY6	SHEEP	
6963	1.6 3.0 1.0 1.3 3.0 1.0	pèjí	pèjí	p e ¹ dʒ i ⁵	sheep	34	p e ¹ dʒ i ⁵	pèjí	0	1 7 8 1 7 8	6435	AXTBYT	34.P.C 34.E.V 34.6.T 34.T.C 34.I.V 34.6.T	mouton	1331	Tomo_Kan	PE6TI6	SHEEP	
6964	1.6 3.0 1.0 1.3 3.0 1.0	bɛ̀lú	bɛ̀lú	b ɛ ¹ l u ⁵	sheep	35	b ɛ ¹ l u ⁵	bɛ̀lú	0	1 7 8 5 7 8	6435	AXTBYT	35.P.C 35.E.V 35.6.T 35.L.C 35.Y.V 35.6.T	mouton	1331	Toro_Tegu	PE6LY6	SHEEP	
6965	1.6 3.0 1.0 1.3 3.0 1.0	péjú	péjú	p e ⁵ dʒ u ⁵	sheep	37	p e ⁵ dʒ u ⁵	péjú	0	1 7 8 1 7 8	6435	AXTBYT	37.P.C 37.E.V 37.6.T 37.T.C 37.Y.V 37.6.T	mouton	1331	Yorno_So	PE6TY6	SHEEP	
6966	1.6 3.0 1.0 1.3 3.0 1.0	sàgá	sàgá	s a ¹ ɡ a ⁵	sheep	2	s a ¹ ɡ a ⁵	sàgá	0	3 7 8 1 7 8	6430	AXTBYT	2.S.C 2.A.V 2.6.T 2.K.C 2.A.V 2.6.T	mouton	1331	Bambara	SA6KA6	SHEEP	
6967	1.6 3.0 1.0 3.0 1.0	jàxê	jàxê	dʒ a ¹ e ⁵¹	sheep	29	dʒ a ¹ e ⁵¹	jàxê	0	1 7 8 7 8	6446	AXTYT	29.T.C 29.A.V 29.6.T 29.E.V 29.3.T	mouton	1331	Soninke	TA6E3	SHEEP	
6968	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	gúmúlâ	gúmúlâ	ɡ u ⁵ m u ⁵ l a ⁵¹	a) [n] sheep or goat abnormally lacking horns	28	ɡ u ⁵ m u ⁵ l a ⁵¹	gúmúlâ	0	1 7 8 4 7 8 5 7 8	6445	AXTBYTBYT	28.K.C 28.Y.V 28.6.T 28.M.C 28.Y.V 28.6.T 28.L.C 28.A.V 28.3.T	mouton ou chèvre dont les cornes manquent	1331	Songhai_Senni	KY6MY6LA3	SHEEP	
6969	1.6 3.0 1.0 0.5 0.0 1.6 0.0 3.0 1.0	kùr-k-ò	kùr-k-ò	k u ¹ r + k + o ¹	[agentive n] herder, shepherd, cowherd	28	k u ¹ r + k + o ¹	kùr-k-ò	0	1 7 8 5 9 1 9 7 8	6462	AXTN_A_XT	28.K.C 28.Y.V 28.6.T 28.R.c 28._._ 28.K.C 28._._ 28.U.V 28.6.T	berger	2544	Songhai_Senni	KY6R_K_U6	SHEPHERD	
6970	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0 1.3 3.0 1.0	sàgàgɛ̀ⁿná	sàgàgɛ̀ⁿná	s a ¹ ɡ a ¹ + ɡ ɛ̃ ¹ ∼ n a ⁵	[agentive n] herder, shepherd, cowherd	2	s a ¹ ɡ a ¹ ɡ ɛ̃ ∼ ¹ n a ⁵	sàgàgɛ̀ⁿná	0	3 7 8 1 7 8 1 7 4 8 4 7 8	6447	AXTBYTBYLTBYT	2.S.C 2.A.V 2.6.T 2.K.C 2.A.V 2.6.T 2.K.C 2.E.V 2.9.c 2.6.T 2.N.C 2.A.V 2.6.T	berger	2544	Bambara	SA6KA6KE96NA6	SHEPHERD	
6971	1.6 3.0 1.0 1.3 3.0 1.0 3.0 1.3 3.0 1.0	nàgàanâ	nàgàanâ	n a ¹ ɡ a ¹ + a ⁵ n a ¹	[agentive n] herder, shepherd, cowherd	29	n a ¹ ɡ a ¹ a n a ⁵¹	nàgàanâ	0	4 7 8 1 7 8 7 4 7 8	6463	AXTBYTYBYT	29.N.C 29.A.V 29.6.T 29.K.C 29.A.V 29.6.T 29.A.V 29.N.C 29.A.V 29.3.T	berger	2544	Soninke	NA6KA6ANA3	SHEPHERD	
6972	2.0 1.5 1.1 1.75 1.3 1.3 1.75 0.8	baynoowo	baynoowo	b a j n + o: w o	berger (de moutons)	18	b a j n o o w o	baynoowo	0	1 7 6 4 7 7 6 7	6454	AXMBYYBZ	18.P.C 18.A.V 18.J.c 18.N.C 18.U.V 18.U.V 18.W.C 18.U.V	berger (de moutons)	2544	Fulfulde	PAJNUUWU	SHEPHERD	
6973	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	bè-bèrú-m	bè-bèrú-m	- - - b e ¹ + b e ¹ r u ⁵ + m - -	herder, shepherd	4	b e ¹ + b e ¹ r u ⁵ + m	bè-bèrú-m	0	1 7 8 9 1 7 8 5 7 8 9 4	6449	AXT_AXTBYT_A	4.P.C 4.E.V 4.6.T 4._._ 4.P.C 4.E.V 4.6.T 4.R.C 4.Y.V 4.6.T 4._._ 4.M.C	berger (de moutons)	2544	Bankan_Tey	PE6_PE6RY6_M	SHEPHERD	
6974	3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	àrsɛ̀:-bèré-m	àrsɛ̀:-bèré-m	a ¹ r s ɛː ¹ + b e ¹ r e ⁵ + m - -	herder, shepherd	5	a ¹ r s ɛː ¹ + b e ¹ r e ⁵ + m	àrsɛ̀:-bèré-m	0	7 8 5 3 7 8 9 1 7 8 5 7 8 9 4	6450	XTMBYT_AXTBYT_A	5.A.V 5.6.T 5.R.c 5.S.C 5.E.V 5.6.T 5._._ 5.P.C 5.E.V 5.6.T 5.R.C 5.E.V 5.6.T 5._._ 5.M.C	berger (de moutons)	2544	Ben_Tey	A6RSE6_PE6RE6_M	SHEPHERD	
6975	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	kɔ̀mbɔ́-gìrù	kɔ̀mbɔ́-gìrù	k ɔ ¹ m b ɔ ⁵ + ɡ i ¹ r u ¹	herder, shepherd	15	k ɔ ¹ m b ɔ ⁵ + ɡ i ¹ r u ¹	kɔ̀mbɔ́-gìrù	0	1 7 8 4 1 7 8 9 1 7 8 5 7 8	6451	AXTMBYT_AXTBYT	15.K.C 15.U.V 15.6.T 15.M.c 15.P.C 15.U.V 15.6.T 15._._ 15.K.C 15.I.V 15.6.T 15.R.C 15.Y.V 15.6.T	berger (de moutons)	2544	Bunoge	KU6MPU6_KI6RY6	SHEPHERD	
6976	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	bɛ̀l-gírù	bɛ̀l-gírù	( - - - - - - ) b ɛ ¹ l - - - + ɡ i ⁵ r u ¹ - - - -	herder, shepherd	16	b ɛ ¹ l + ɡ i ⁵ r u ¹	bɛ̀l-gírù	0	1 7 8 5 9 1 7 8 5 7 8	6452	AXTN_AXTBYT	16.P.C 16.E.V 16.6.T 16.L.c 16._._ 16.K.C 16.I.V 16.6.T 16.R.C 16.Y.V 16.6.T	berger (de moutons)	2544	Dogul_Dom	PE6L_KI6RY6	SHEPHERD	
6977	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kìrgɛ́:	kìrgɛ́:	k i ¹ r ɡ ɛː ⁵	herder, shepherd	23	k i ¹ r ɡ ɛː ⁵	kìrgɛ́:	0	1 7 8 5 1 7 8	6458	AXTMBYT	23.K.C 23.I.V 23.6.T 23.R.c 23.K.C 23.E.V 23.6.T	berger (de moutons)	2544	Najamba	KI6RKE6	SHEPHERD	
6978	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6	jáwtì_nù_dìmbíyɛ̂-m	jáwtì nù dìmbíyɛ̂-m	dʒ a ⁵ w t i ¹ _ n u ¹ _ d i ¹ m b i ⁵ j ɛ ¹⁵ + m	herder, shepherd	24	dʒ a ⁵ w t i ¹ _ n u ¹ _ d i ¹ m b i ⁵ j ɛ ¹⁵ + m	jáwtì_nù_dìmbíyɛ̂-m	0	1 7 8 6 1 7 8 9 4 7 8 9 1 7 8 4 1 7 8 6 7 8 9 4	6459	AXTMBYT_AXT_AXTMBYTBYT_A	24.T.C 24.A.V 24.6.T 24.W.c 24.T.C 24.I.V 24.6.T 24._._ 24.N.C 24.Y.V 24.6.T 24._._ 24.T.C 24.I.V 24.6.T 24.M.c 24.P.C 24.I.V 24.6.T 24.J.C 24.E.V 24.2.T 24._._ 24.M.C	berger (de moutons)	2544	Nanga	TA6WTI6_NY6_TI6MPI6JE2_M	SHEPHERD	
6979	1.6 3.0 1.0 1.3 3.0 1.0	bè:mé:	bè:mé:	b eː ¹ m eː ⁵	herder, shepherd	30	b eː ¹ m eː ⁵	bè:mé:	0	1 7 8 4 7 8	6464	AXTBYT	30.P.C 30.E.V 30.6.T 30.M.C 30.E.V 30.6.T	berger (de moutons)	2544	Tebul_Ure	PE6ME6	SHEPHERD	
6980	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	àrùsɛ̀gɛ̀-gírɛ́	àrùsɛ̀gɛ̀-gírɛ́	( - a ¹ r u ¹ ) s ɛ ¹ - ɡ ɛ ¹ + ɡ i ⁵ r ɛ ⁵ - - - -	herder, shepherd	32	a ¹ r u ¹ s ɛ ¹ ɡ ɛ ¹ + ɡ i ⁵ r ɛ ⁵	àrùsɛ̀gɛ̀-gírɛ́	0	7 8 5 7 8 3 7 8 1 7 8 9 1 7 8 5 7 8	6466	XTBYTBYTBYT_AXTBYT	32.A.V 32.6.T 32.R.C 32.Y.V 32.6.T 32.S.C 32.E.V 32.6.T 32.K.C 32.E.V 32.6.T 32._._ 32.K.C 32.I.V 32.6.T 32.R.C 32.E.V 32.6.T	berger (de moutons)	2544	Togo_Kan	A6RY6SE6KE6_KI6RE6	SHEPHERD	
6981	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	gìrù_gírí-nɛ́	gìrù gírí-nɛ́	( ɡ i ¹ r u ¹ ) - - - - - - - + ɡ i ⁵ r i ⁵ + n ɛ ⁵	herder, shepherd	33	ɡ i ¹ r u ¹ _ ɡ i ⁵ r i ⁵ + n ɛ ⁵	gìrù_gírí-nɛ́	0	1 7 8 5 7 8 9 1 7 8 5 7 8 9 4 7 8	6452	AXTBYT_AXTBYT_AXT	33.K.C 33.I.V 33.6.T 33.R.C 33.Y.V 33.6.T 33._._ 33.K.C 33.I.V 33.6.T 33.R.C 33.I.V 33.6.T 33._._ 33.N.C 33.E.V 33.6.T	berger (de moutons)	2544	Tommo_So	KI6RY6_KI6RI6_NE6	SHEPHERD	
6982	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	bè-bé-nú	bè-bé-nú	- - - b e ¹ + b e - - - ⁵ + n u ⁵	herder, shepherd	35	b e ¹ + b e ⁵ + n u ⁵	bè-bé-nú	0	1 7 8 9 1 7 8 9 4 7 8	6449	AXT_AXT_AXT	35.P.C 35.E.V 35.6.T 35._._ 35.P.C 35.E.V 35.6.T 35._._ 35.N.C 35.Y.V 35.6.T	berger (de moutons)	2544	Toro_Tegu	PE6_PE6_NY6	SHEPHERD	
6983	1.6 3.0 1.0 1.3 3.0 1.0	kìlɛ̀	kìlɛ̀	k i ¹ l - ɛ ¹	herder, shepherd	36	k i ¹ l ɛ ¹	kìlɛ̀	0	1 7 8 5 7 8	6458	AXTBYT	36.K.C 36.I.V 36.6.T 36.L.C 36.E.V 36.6.T	berger (de moutons)	2544	Yanda_Dom	KI6LE6	SHEPHERD	
6984	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	bɛ̀l-gírɛ́-nɛ́	bɛ̀l-[gírɛ́-nɛ́]	( - - - - - - ) b ɛ ¹ l - - - + ɡ i ⁵ r ɛ ⁵ + n ɛ ⁵	herder, shepherd	37	b ɛ ¹ l + ɡ i ⁵ r ɛ ⁵ + n ɛ ⁵	bɛ̀l-gírɛ́-nɛ́	0	1 7 8 5 9 1 7 8 5 7 8 9 4 7 8	6452	AXTN_AXTBYT_AXT	37.P.C 37.E.V 37.6.T 37.L.c 37._._ 37.K.C 37.I.V 37.6.T 37.R.C 37.E.V 37.6.T 37._._ 37.N.C 37.E.V 37.6.T	berger (de moutons)	2544	Yorno_So	PE6L_KI6RE6_NE6	SHEPHERD	
6985	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	bɛ̀lù-gírì-nɛ̀	bɛ̀lù-gírì-nɛ̀	( - - - - - - ) b ɛ ¹ l - u ¹ + ɡ i ⁵ r i ¹ + n ɛ ¹	herder, shepherd	17	b ɛ ¹ l u ¹ + ɡ i ⁵ r i ¹ + n ɛ ¹	bɛ̀lù-gírì-nɛ̀	0	1 7 8 5 7 8 9 1 7 8 5 7 8 9 4 7 8	6452	AXTBYT_AXTBYT_AXT	17.P.C 17.E.V 17.6.T 17.L.C 17.Y.V 17.6.T 17._._ 17.K.C 17.I.V 17.6.T 17.R.C 17.I.V 17.6.T 17._._ 17.N.C 17.E.V 17.6.T	berger (de moutons)	2544	Donno_So	PE6LY6_KI6RI6_NE6	SHEPHERD	
6986	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	bɛ̀r-jírɛ́-n	bɛ̀r-jírɛ́-n,_àsɛ̀gɛ̀-dígɛ́-n,_àsɛ̀gɛ̀-jírí-n	( - - - - - - ) b ɛ ¹ r - - - + dʒ i ⁵ r ɛ ⁵ + n - -	herder, shepherd	20	b ɛ ¹ r + dʒ i ⁵ r ɛ ⁵ + n	bɛ̀r-jírɛ́-n	0	1 7 8 5 9 1 7 8 5 7 8 9 4	6452	AXTN_AXTBYT_A	20.P.C 20.E.V 20.6.T 20.R.c 20._._ 20.T.C 20.I.V 20.6.T 20.R.C 20.E.V 20.6.T 20._._ 20.N.C	berger (de moutons)	2544	Jamsay	PE6R_TI6RE6_N	SHEPHERD	
6987	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	bɛ̀lì_gírí	bɛ̀lì gírí	( - - - - - - ) b ɛ ¹ l - i ¹ + ɡ i ⁵ r i ⁵ - - - -	herder, shepherd	22	b ɛ ¹ l i ¹ _ ɡ i ⁵ r i ⁵	bɛ̀lì_gírí	0	1 7 8 5 7 8 9 1 7 8 5 7 8	6457	AXTBYT_AXTBYT	22.P.C 22.E.V 22.6.T 22.L.C 22.I.V 22.6.T 22._._ 22.K.C 22.I.V 22.6.T 22.R.C 22.I.V 22.6.T	berger (de moutons)	2544	Mombo	PE6LI6_KI6RI6	SHEPHERD	
6988	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	gìrà:gìr	gìrà:-gìr	( ɡ i ¹ r aː ¹ ) - - - - - - - + ɡ i ¹ r - - - - - -	herder, shepherd	25	ɡ i ¹ r aː ¹ ɡ i ¹ r	gìrà:gìr	0	1 7 8 5 7 8 1 7 8 5	6460	AXTBYTBYTN	25.K.C 25.I.V 25.6.T 25.R.C 25.A.V 25.6.T 25.K.C 25.I.V 25.6.T 25.R.c	berger (de moutons)	2544	Penange	KI6RA6KI6R	SHEPHERD	
6989	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	bèlgè-jírí	bèlgè-jírí	( - - - - - - ) b e ¹ l ɡ e ¹ + dʒ i ⁵ r i ⁵ - - - -	herder, shepherd	31	b e ¹ l ɡ e ¹ + dʒ i ⁵ r i ⁵	bèlgè-jírí	0	1 7 8 5 1 7 8 9 1 7 8 5 7 8	6457	AXTMBYT_AXTBYT	31.P.C 31.E.V 31.6.T 31.L.c 31.K.C 31.E.V 31.6.T 31._._ 31.T.C 31.I.V 31.6.T 31.R.C 31.I.V 31.6.T	berger (de moutons)	2544	Tiranige_Diga	PE6LKE6_TI6RI6	SHEPHERD	
6990	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	gírí-nú	gírí-nú	( - - - - - - ) - - - - - - - - ɡ i ⁵ r i ⁵ + n u ⁵	herder, shepherd	26	ɡ i ⁵ r i ⁵ + n u ⁵	gírí-nú	0	1 7 8 5 7 8 9 4 7 8	6461	AXTBYT_AXT	26.K.C 26.I.V 26.6.T 26.R.C 26.I.V 26.6.T 26._._ 26.N.C 26.Y.V 26.6.T	berger (de moutons)	2545	Perge_Tegu	KI6RI6_NY6	SHEPHERD	
6991	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 0.5	dà:bà-jìrɛ̀-yⁿ	dà:bà-jìrɛ̀-yⁿ	( d aː ¹ b a ¹ ) - - - - - - - + dʒ i ¹ r ɛ ¹ + j ∼ -	herder, shepherd	34	d aː ¹ b a ¹ + dʒ i ¹ r ɛ ¹ + j ∼	dà:bà-jìrɛ̀-yⁿ	0	1 7 8 1 7 8 9 1 7 8 5 7 8 9 6 4	6468	AXTBYT_AXTBYT_AN	34.T.C 34.A.V 34.6.T 34.P.C 34.A.V 34.6.T 34._._ 34.T.C 34.I.V 34.6.T 34.R.C 34.E.V 34.6.T 34._._ 34.J.C 34.9.c	berger (de moutons)	2546	Tomo_Kan	TA6PA6_TI6RE6_J9	SHEPHERD	
6992	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ŋámbá-rá-ḿ-búwɔ̀	ŋámbá-rá-ḿ-búwɔ̀	( ŋ a ⁵ m b a ⁵ + r a ⁵ + m ⁵ + ) b u ⁵ w ɔ ¹ - - - -	shepherd	3	ŋ a ⁵ m b a ⁵ + r a ⁵ + m ⁵ + b u ⁵ w ɔ ¹	ŋámbá-rá-ḿ-búwɔ̀	0	4 7 8 4 1 7 8 9 5 7 8 9 4 8 9 1 7 8 6 7 8	6448	AXTMBYT_AXT_AT_AXTBYT	3.N.C 3.A.V 3.6.T 3.M.c 3.P.C 3.A.V 3.6.T 3._._ 3.R.C 3.A.V 3.6.T 3._._ 3.M.C 3.6.T 3._._ 3.P.C 3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	berger (de moutons)	2544	Bangime	NA6MPA6_RA6_M6_PY6WU6	SHEPHERD	Jenaama
6993	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	bùwɔ̀yà	bùwɔ̀yà	( - - - - - - - - - - - - - - - ) b u ¹ w ɔ ¹ + j a ¹	shepherd	21	b u ¹ w ɔ ¹ j a ¹	bùwɔ̀yà	0	1 7 8 6 7 8 6 7 8	6456	AXTBYTBYT	21.P.C 21.Y.V 21.6.T 21.W.C 21.U.V 21.6.T 21.J.C 21.A.V 21.6.T	berger (de moutons)	2544	Jenaama	PY6WU6JA6	SHEPHERD	
6994	1.6 3.0 1.0 0.0 1.6 3.0 1.0	bɛ́:_bɛ̌:	bɛ́: bɛ̌:	( b ɛː ⁵ + ) b ɛː ¹⁵	defecate, have a shit	20	b ɛː ⁵ _ b ɛː ¹⁵	bɛ́:_bɛ̌:	0	1 7 8 9 1 7 8	6477	AXT_AXT	20.P.C 20.E.V 20.6.T 20._._ 20.P.C 20.E.V 20.2.T	defecate, have a shit	676	Jamsay	PE6_PE2	SHIT (DEFECATE)	
6995	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	sùgɔ̀_súgé	sùgɔ̀ súgé	( s u ¹ ɡ ɔ ¹ + ) s u ⁵ ɡ e ⁵	defecate, have a shit	22	s u ¹ ɡ ɔ ¹ _ s u ⁵ ɡ e ⁵	sùgɔ̀_súgé	0	3 7 8 1 7 8 9 3 7 8 1 7 8	6478	AXTBYT_AXTBYT	22.S.C 22.Y.V 22.6.T 22.K.C 22.U.V 22.6.T 22._._ 22.S.C 22.Y.V 22.6.T 22.K.C 22.E.V 22.6.T	defecate, have a shit	676	Mombo	SY6KU6_SY6KE6	SHIT (DEFECATE)	
6996	2.0 1.5 0.8 0.0 1.5 1.75 0.8	haɲ-ude	haɲude	h a ɲ + u d e	defecate, have a shit	18	h a ɲ + u d e	haɲ-ude	0	3 7 4 9 7 1 7	6476	AXN_XBZ	18.H.C 18.A.V 18.N.c 18._._ 18.Y.V 18.T.C 18.E.V	defecate, have a shit	676	Fulfulde	HAN_YTE	SHIT (DEFECATE)	
6997	1.6 3.0 1.0 1.1 1.3 3.0 1.0	tīndè	tīndè	t i ³ n d e ¹	defecate, have a shit	3	t i ³ n d e ¹	tīndè	0	1 7 8 4 1 7 8	6470	AXTMBYT	3.T.C 3.I.V 3.6.T 3.N.c 3.T.C 3.E.V 3.6.T	defecate, have a shit	676	Bangime	TI6NTE6	SHIT (DEFECATE)	
6998	1.6 3.0 1.0 1.1 1.3 3.0 1.0	qùllê	qùllê	q u ¹ l: e ⁵¹	defecate, have a shit	11	q u ¹ l l e ⁵¹	qùllê	0	1 7 8 5 5 7 8	6473	AXTMBYT	11.K.C 11.Y.V 11.6.T 11.L.c 11.L.C 11.E.V 11.3.T	défécation	676	Bozo_Pondori_nord	KY6LLE3	SHIT (DEFECATE)	
