ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
33423	well (for drawing water)	puits	Tiranige_Boui	Tiranige (Boui, JH)	té:nì	té:nì	t eː ⁵ n i ¹	well	puits	well (water).well	puits.puits	2144	SPRING OR WELL	teː⁵ni¹	t eː ⁵ n i ¹
33424	well (for drawing water)	puits	Mombo_Songho	Mombo (Songho, KP)	ɔ́ndɔ́	ɔ́ndɔ́	ɔ ⁵ n d ɔ ⁵	well	puits	well (water).well	puits.puits	2144	SPRING OR WELL	ɔ⁵ndɔ⁵	- ɔ ⁵ nd ɔ ⁵
33426	well (for drawing water)	puits	Penange_Pinia	Penange (Pinia)	ɔ́ndɔ́ (ɲ-)	ɔ́ndɔ́	ɔ ⁵ n d ɔ ⁵	well	puits	well (water).well	puits.puits	2144	SPRING OR WELL	ɔ⁵ndɔ⁵	- ɔ ⁵ nd ɔ ⁵
#															
37883	west	ouest	Donno_So	Donno So	kɔ̀lú	kɔ̀lú	k ɔ ¹ l u ⁵	west	ouest	direction.cardinal direction	direction.point cardinal	1817	WEST	kɔ¹lu⁵	k ɔ ¹ l u ⁵
37884	west	ouest	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tɛ̀n-dáɣá, tɛ̌ŋ	tɛ̀n-dáɣá	t ɛ ¹ n + d a ⁵ ɣ a ⁵	west	ouest	direction.cardinal direction	direction.point cardinal	1817	WEST	tɛ¹n+da⁵ɣa⁵	t ɛ ¹ nd a ⁵ + ɣ a ⁵
37896	west	ouest	Tiranige_Boui	Tiranige (Boui, JH)	à:-sélé	à:-sélé	aː ¹ + s e ⁵ l e ⁵	west	ouest	direction.cardinal direction	direction.point cardinal	1817	WEST	aː¹+se⁵le⁵	- aː ¹ s e ⁵ + l e ⁵
37897	west	ouest	Mombo_Songho	Mombo (Songho, KP)	á:tégè	á:tégè	aː ⁵ t e ⁵ ɡ e ¹	west	ouest	direction.cardinal direction	direction.point cardinal	1817	WEST	aː⁵te⁵ɡe¹	- aː ⁵ t e ⁵ + ɡ e ¹
37899	west	ouest	Penange_Pinia	Penange (Pinia)	gɛ̀:ⁿ-tíbí-l	gɛ̀:ⁿ-tíbí-l	ɡ ɛ̃ː ∼ ¹ + t i ⁵ b i ⁵ + l	west	ouest	direction.cardinal direction	direction.point cardinal	1817	WEST	ɡɛ̃ː∼¹+ti⁵bi⁵+l	ɡ ɛ̃ː∼ ¹ t i ⁵ + b i ⁵ + l
#															
93288	wet (adjective)	mouillé (pas sec)	Donno_So	Donno So	ɔ̀lú	ɔ̀lú	ɔ ¹ l u ⁵	wet	mouillé	wet/dry.wet	mouillé/sec.mouillé	1726	WET	ɔ¹lu⁵	- ɔ ¹ l u ⁵
93289	wet (adjective)	mouillé (pas sec)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tɛ̌m	tɛ̌m	t ɛ ¹⁵ m	wet	mouillé	wet/dry.wet	mouillé/sec.mouillé	1726	WET	tɛ¹⁵m	t ɛ ¹⁵ m
93299	wet (adjective)	mouillé (pas sec)	Tiranige_Boui	Tiranige (Boui, JH)	sómbé-sá, ɛ́wⁿ	sómbé-sá	s o ⁵ m b e ⁵ + s a ⁵	wet	mouillé	wet/dry.wet	mouillé/sec.mouillé	1726	WET	so⁵mbe⁵+sa⁵	s o ⁵ mb e ⁵ + s a ⁵
93300	wet (adjective)	mouillé (pas sec)	Mombo_Songho	Mombo (Songho, KP)	ɛ́mbɛ́	ɛ́mbɛ́	ɛ ⁵ m b ɛ ⁵	wet	mouillé	wet/dry.wet	mouillé/sec.mouillé	1726	WET	ɛ⁵mbɛ⁵	- ɛ ⁵ mb ɛ ⁵
93302	wet (adjective)	mouillé (pas sec)	Penange_Pinia	Penange (Pinia)	ɛ̀mbɛ̀	ɛ̀mbɛ̀	ɛ ¹ m b ɛ ¹	wet	mouillé	wet/dry.wet	mouillé/sec.mouillé	1726	WET	ɛ¹mbɛ¹	- ɛ ¹ mb ɛ ¹
#															
63940	what?	quoi?	Donno_So	Donno So	ìnjú, ìnjê:	ìnjú	i ¹ n j u ⁵	what?	quoi?	interrogative.what	interrogation.quoi	1236	WHAT	i¹nju⁵	- i ¹ nj u ⁵
63941	what?	quoi?	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ìɲé	ìɲé	i ¹ ɲ e ⁵	what?	quoi?	interrogative.what	interrogation.quoi	1236	WHAT	i¹ɲe⁵	- i ¹ ɲ e ⁵
63951	what?	quoi?	Tiranige_Boui	Tiranige (Boui, JH)	ndégé	ndégé	n d e ⁵ ɡ e ⁵	what?	quoi?	interrogative.what	interrogation.quoi	1236	WHAT	nde⁵ɡe⁵	nd e ⁵ ɡ e ⁵
63952	what?	quoi?	Mombo_Songho	Mombo (Songho, KP)	ínjè	ínjè	i ⁵ n j e ¹	what?	quoi?	interrogative.what	interrogation.quoi	1236	WHAT	i⁵nje¹	- i ⁵ nj e ¹
63955	what?	quoi?	Penange_Pinia	Penange (Pinia)	njɛ̀	njɛ̀	n j ɛ ¹	what?	quoi?	interrogative.what	interrogation.quoi	1236	WHAT	njɛ¹	nj ɛ ¹ 
#															
64021	where? (location)	où? (position)	Donno_So	Donno So	yɔ̀gɔ́ rà:	yɔ̀gɔ́_rà:	j ɔ ¹ ɡ ɔ ⁵ _ r aː ¹	where?	où?	interrogative.where	interrogation.où	1237	WHERE	jɔ¹ɡɔ⁵_raː¹	j ɔ ¹ ɡ ɔ ⁵ + r aː ¹
64022	where? (location)	où? (position)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yɔ̌: lé	yɔ̌:_lé	j ɔ̌ː ¹⁵ _ l e ⁵	where?	où?	interrogative.where	interrogation.où	1237	WHERE	jɔ̌ː¹⁵_le⁵	j ɔ̌ː ¹⁵ l e ⁵
64033	where? (location)	où? (position)	Tiranige_Boui	Tiranige (Boui, JH)	àná	àná	a ¹ n a ⁵	where?	où?	interrogative.where	interrogation.où	1237	WHERE	a¹na⁵	- a ¹ n a ⁵
64034	where? (location)	où? (position)	Mombo_Songho	Mombo (Songho, KP)	mándà	mándà	m a ⁵ n d a ¹	where?	où?	interrogative.where	interrogation.où	1237	WHERE	ma⁵nda¹	m a ⁵ nd a ¹
64037	where? (location)	où? (position)	Penange_Pinia	Penange (Pinia)	mbá	mbá	m b a ⁵	where?	où?	interrogative.where	interrogation.où	1237	WHERE	mba⁵	mb a ⁵ 
#															
64000	which?	quel?	Donno_So	Donno So	yɔ̀gɔ́	yɔ̀gɔ́	j ɔ ¹ ɡ ɔ ⁵	which?	quel?	interrogative.which	interrogation.quel	727	WHICH	jɔ¹ɡɔ⁵	j ɔ ¹ ɡ ɔ ⁵
64001	which?	quel?	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yɔ́kkɔ̀	yɔ́kkɔ̀	j ɔ ⁵ k k ɔ ¹	which?	quel?	interrogative.which	interrogation.quel	727	WHICH	jɔ⁵kkɔ¹	j ɔ ⁵ k: ɔ ¹
64012	which?	quel?	Tiranige_Boui	Tiranige (Boui, JH)	árí	árí	a ⁵ r i ⁵	which?	quel?	interrogative.which	interrogation.quel	727	WHICH	a⁵ri⁵	- a ⁵ r i ⁵
64013	which?	quel?	Mombo_Songho	Mombo (Songho, KP)	mómbó	mómbó	m o ⁵ m b o ⁵	which?	quel?	interrogative.which	interrogation.quel	727	WHICH	mo⁵mbo⁵	m o ⁵ mb o ⁵
64016	which?	quel?	Penange_Pinia	Penange (Pinia)	wèn X	wèn_X	w e ¹ n _	which?	quel?	interrogative.which	interrogation.quel	727	WHICH	we¹n_	w e ¹ n - -
#															
63920	who?	qui?	Donno_So	Donno So	a᷈:	a᷈:	aː ¹⁵¹	who?	qui?	interrogative.who	interrogation.qui	1235	WHO	aː¹⁵¹	- aː ¹⁵¹ 
63921	who?	qui?	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ǎ:, ìlá:	ǎ:	aː ¹⁵	who?	qui?	interrogative.who	interrogation.qui	1235	WHO	aː¹⁵	- aː ¹⁵ 
63931	who?	qui?	Tiranige_Boui	Tiranige (Boui, JH)	à:	à:	aː ¹	who?	qui?	interrogative.who	interrogation.qui	1235	WHO	aː¹	- aː ¹ 
63932	who?	qui?	Mombo_Songho	Mombo (Songho, KP)	á:	á:	aː ⁵	who?	qui?	interrogative.who	interrogation.qui	1235	WHO	aː⁵	- aː ⁵ 
63935	who?	qui?	Penange_Pinia	Penange (Pinia)	à:	à:	aː ¹	who?	qui?	interrogative.who	interrogation.qui	1235	WHO	aː¹	- aː ¹ 
#															
63960	why?	pourquoi?	Donno_So	Donno So	ìnjú	ìnjú	i ¹ n j u ⁵	why?	pourquoi?	interrogative.why	interrogation.pourquoi	1270	WHY	i¹nju⁵	- i ¹ nj u ⁵
63961	why?	pourquoi?	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ìɲé jɛ́, ìɲé	ìɲé_jɛ́	i ¹ ɲ e ⁵ _ j ɛ ⁵	why?	pourquoi?	interrogative.why	interrogation.pourquoi	1270	WHY	i¹ɲe⁵_jɛ⁵	- i ¹ ɲ e ⁵ + j ɛ ⁵
63971	why?	pourquoi?	Tiranige_Boui	Tiranige (Boui, JH)	ndégé dàgà	ndégé_dàgà	n d e ⁵ ɡ e ⁵ _ d a ¹ ɡ a ¹	why?	pourquoi?	interrogative.why	interrogation.pourquoi	1270	WHY	nde⁵ɡe⁵_da¹ɡa¹	nd e ⁵ ɡ e ⁵ + d a ¹ ɡ a ¹
63972	why?	pourquoi?	Mombo_Songho	Mombo (Songho, KP)	íŋgyá nâw	íŋgyá_nâw	i ⁵ ŋ ɡ j a ⁵ _ n a ⁵¹ w	why?	pourquoi?	interrogative.why	interrogation.pourquoi	1270	WHY	i⁵ŋɡja⁵_na⁵¹w	- i ⁵ ŋɡ - - + j a ⁵ n a ⁵¹ w - 
63975	why?	pourquoi?	Penange_Pinia	Penange (Pinia)	njɛ́ námù ~ njɛ́ nâm:	njɛ́_námù	n j ɛ ⁵ _ n a ⁵ m u ¹	why?	pourquoi?	interrogative.why	interrogation.pourquoi	1270	WHY	njɛ⁵_na⁵mu¹	- - - n - - + j ɛ ⁵ n a ⁵ m u ¹
#															
22344	wide, flat, slightly concave grindstone with coarse texture on which one grinds (e.g. millet) with a small round stone	pierre large, plate et légèrement creuse à surface rugueuse sur laquelle on écrase (mil etc.) avec une petite pierre ronde	Donno_So	Donno So	ǹnǎ:	ǹnǎ:	n ¹ n aː ¹⁵	grindstone	pierre, écraser	pound/grind.grindstone	piler/moudre.pierre à écraser	2459	GRINDSTONE	n¹naː¹⁵	n: aː ¹⁵ 
22345	wide, flat, slightly concave grindstone with coarse texture on which one grinds (e.g. millet) with a small round stone	pierre large, plate et légèrement creuse à surface rugueuse sur laquelle on écrase (mil etc.) avec une petite pierre ronde	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nùm-ná:	nùm-ná:	n u ¹ m + n aː ⁵	grindstone	pierre, écraser	pound/grind.grindstone	piler/moudre.pierre à écraser	2459	GRINDSTONE	nu¹m+naː⁵	n u ¹ m - - + n aː ⁵
22359	wide, flat, slightly concave grindstone with coarse texture on which one grinds (e.g. millet) with a small round stone	pierre large, plate et légèrement creuse à surface rugueuse sur laquelle on écrase (mil etc.) avec une petite pierre ronde	Tiranige_Boui	Tiranige (Boui, JH)	nɛ́míyɛ́	nɛ́míyɛ́	n ɛ ⁵ m i ⁵ j ɛ ⁵	grindstone	pierre, écraser	pound/grind.grindstone	piler/moudre.pierre à écraser	2459	GRINDSTONE	nɛ⁵mi⁵jɛ⁵	n ɛ ⁵ m i ⁵ + j ɛ ⁵
22360	wide, flat, slightly concave grindstone with coarse texture on which one grinds (e.g. millet) with a small round stone	pierre large, plate et légèrement creuse à surface rugueuse sur laquelle on écrase (mil etc.) avec une petite pierre ronde	Mombo_Songho	Mombo (Songho, KP)	námyò	námyò	n a ⁵ m j o ¹	grindstone	pierre, écraser	pound/grind.grindstone	piler/moudre.pierre à écraser	2459	GRINDSTONE	na⁵mjo¹	n a ⁵ m - - + j o ¹
22362	wide, flat, slightly concave grindstone with coarse texture on which one grinds (e.g. millet) with a small round stone	pierre large, plate et légèrement creuse à surface rugueuse sur laquelle on écrase (mil etc.) avec une petite pierre ronde	Penange_Pinia	Penange (Pinia)	nàm-yà	nàm-yà	n a ¹ m + j a ¹	grindstone	pierre, écraser	pound/grind.grindstone	piler/moudre.pierre à écraser	2459	GRINDSTONE	na¹m+ja¹	n a ¹ m - - + j a ¹
#															
3540	widow (not yet remarried)	veuve (pas encore remariée)	Donno_So	Donno So	yà: pàndì-nɛ́	yà:_pàndì-nɛ́	j aː ¹ _ p a ¹ n d i ¹ + n ɛ ⁵	widow	veuve	life/death.widow(er)	vie/mort.veuve/veuf	1756	WIDOW	jaː¹_pa¹ndi¹+nɛ⁵	j aː ¹ p a ¹ + nd i ¹ + n ɛ ⁵ 
3541	widow (not yet remarried)	veuve (pas encore remariée)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yɛ̀-pàní-n	yɛ̀-pàní-n	j ɛ ¹ + p a ¹ n i ⁵ + n	widow	veuve	life/death.widow(er)	vie/mort.veuve/veuf	1756	WIDOW	jɛ¹+pa¹ni⁵+n	j ɛ ¹ p a ¹ + n i ⁵ + n - - 
3546	widow (not yet remarried)	veuve (pas encore remariée)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	yà pàndù	yà_pàndù	j a ¹ _ p a ¹ n d u ¹	widow	veuve	life/death.widow(er)	vie/mort.veuve/veuf	1756	WIDOW	ja¹_pa¹ndu¹	j a ¹ p a ¹ + nd u ¹
3552	widow (not yet remarried)	veuve (pas encore remariée)	Mombo_Songho	Mombo (Songho, KP)	yɔ̀: pándè	yɔ̀:_pándè	j ɔː ¹ _ p a ⁵ n d e ¹	widow	veuve	life/death.widow(er)	vie/mort.veuve/veuf	1756	WIDOW	jɔː¹_pa⁵nde¹	j ɔː ¹ p a ⁵ + nd e ¹
#															
10051	wing (of bird)	aile (d'oiseau)	Donno_So	Donno So	gámbùrù	gámbùrù	ɡ a ⁵ m b u ¹ r u ¹	wing	aile	part (animal).extremity	partie (animal).bout	1257	WING	ɡa⁵mbu¹ru¹	ɡ a ⁵ mb u ¹ + r u ¹
10052	wing (of bird)	aile (d'oiseau)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gámɲú	gámɲú	ɡ a ⁵ m ɲ u ⁵	wing	aile	part (animal).extremity	partie (animal).bout	1257	WING	ɡa⁵mɲu⁵	ɡ a ⁵ m - - + ɲ u ⁵
10067	wing (of bird)	aile (d'oiseau)	Tiranige_Boui	Tiranige (Boui, JH)	pɛ̀nɛ̀-pɛ̀nɛ̀	pɛ̀nɛ̀-pɛ̀nɛ̀	p ɛ ¹ n ɛ ¹ + p ɛ ¹ n ɛ ¹	wing	aile	part (animal).extremity	partie (animal).bout	1257	WING	pɛ¹nɛ¹+pɛ¹nɛ¹	p ɛ ¹ n ɛ ¹ + p ɛ ¹ n ɛ ¹
10068	wing (of bird)	aile (d'oiseau)	Mombo_Songho	Mombo (Songho, KP)	kárá-kárá	kárá-kárá	k a ⁵ r a ⁵ + k a ⁵ r a ⁵	wing	aile	part (animal).extremity	partie (animal).bout	1257	WING	ka⁵ra⁵+ka⁵ra⁵	k a ⁵ r a ⁵ + k a ⁵ r a ⁵
10070	wing (of bird)	aile (d'oiseau)	Penange_Pinia	Penange (Pinia)	gùbà	gùbà	ɡ u ¹ b a ¹	wing	aile	part (animal).extremity	partie (animal).bout	1257	WING	ɡu¹ba¹	ɡ u ¹ b a ¹
#															
48642	with, by means of (instrument)	avec (instrument)	Donno_So	Donno So	lè	lè	l e ¹	with, by means of	avec	together/separate.with	ensemble/à part.avec	1340	WITH	le¹	l e ¹ 
48653	with, by means of (instrument)	avec (instrument)	Tiranige_Boui	Tiranige (Boui, JH)	yà	yà	j a ¹	with, by means of	avec	together/separate.with	ensemble/à part.avec	1340	WITH	ja¹	j a ¹ 
48654	with, by means of (instrument)	avec (instrument)	Mombo_Songho	Mombo (Songho, KP)	ńdô:	ńdô:	n ⁵ d oː ⁵¹	with, by means of	avec	together/separate.with	ensemble/à part.avec	1340	WITH	n⁵doː⁵¹	nd oː ⁵¹ 
48656	with, by means of (instrument)	avec (instrument)	Penange_Pinia	Penange (Pinia)	nì	nì	n i ¹	with, by means of	avec	together/separate.with	ensemble/à part.avec	1340	WITH	ni¹	n i ¹ 
#															
2100	woman, female person	femme, personne femelle	Donno_So	Donno So	yà:-ná	yà:-ná	j aː ¹ + n a ⁵	woman	femme	person.woman	personne.femme	962	WOMAN	jaː¹+na⁵	j aː ¹ n a ⁵
2101	woman, female person	femme, personne femelle	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɲɛ̌-n	ɲɛ̌-n	ɲ ɛ ¹⁵ + n	woman	femme	person.woman	personne.femme	962	WOMAN	ɲɛ¹⁵+n	ɲ ɛ ¹⁵ n - -
2108	woman, female person	femme, personne femelle	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ɲò-wⁿ (X ɲó::)	ɲò-wⁿ	ɲ o ¹ + w̃ ∼	woman	femme	person.woman	personne.femme	962	WOMAN	ɲo¹+w̃∼	ɲ o ¹ w̃∼ - -
2116	woman, female person	femme, personne femelle	Tiranige_Boui	Tiranige (Boui, JH)	ndà-yé:	ndà-yé:	n d a ¹ + j eː ⁵	woman	femme	person.woman	personne.femme	962	WOMAN	nda¹+jeː⁵	nd a ¹ j eː ⁵
2117	woman, female person	femme, personne femelle	Mombo_Songho	Mombo (Songho, KP)	yɔ̂:	yɔ̂:	j ɔː ⁵¹	woman	femme	person.woman	personne.femme	962	WOMAN	jɔː⁵¹	j ɔː ⁵¹ 
2120	woman, female person	femme, personne femelle	Penange_Pinia	Penange (Pinia)	yɔ̀:	yɔ̀:	j ɔː ¹	woman	femme	person.woman	personne.femme	962	WOMAN	jɔː¹	j ɔː ¹ 
#															
32388	wood	bois	Donno_So	Donno So	tànná	tànná	t a ¹ n n a ⁵	wood, firewood	bois	wood/stick.wood	bois/bâton.bois	1803	WOOD	ta¹nna⁵	t a ¹ nː a ⁵
32389	wood	bois	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tǐn	tǐn	t i ¹⁵ n	wood, firewood	bois	wood/stick.wood	bois/bâton.bois	1803	WOOD	ti¹⁵n	t i ¹⁵ n - -
32400	wood	bois	Tiranige_Boui	Tiranige (Boui, JH)	tè:ŋgè	tè:ŋgè	t eː ¹ ŋ ɡ e ¹	wood, firewood	bois	wood/stick.wood	bois/bâton.bois	1803	WOOD	teː¹ŋɡe¹	t eː ¹ ŋɡ e ¹
32401	wood	bois	Mombo_Songho	Mombo (Songho, KP)	té:ŋgé	té:ŋgé	t eː ⁵ ŋ ɡ e ⁵	wood, firewood	bois	wood/stick.wood	bois/bâton.bois	1803	WOOD	teː⁵ŋɡe⁵	t eː ⁵ ŋɡ e ⁵
32403	wood	bois	Penange_Pinia	Penange (Pinia)	té:ŋgé	té:ŋgé	t eː ⁵ ŋ ɡ e ⁵	wood, firewood	bois	wood/stick.wood	bois/bâton.bois	1803	WOOD	teː⁵ŋɡe⁵	t eː ⁵ ŋɡ e ⁵
#															
90484	work (noun), productive activity	travail, activité productive	Donno_So	Donno So	wálù, bírɛ̀	wálù	w a ⁵ l u ¹	work	travail	do/work.work	faire/travail.travail	984	WORK (LABOUR)	wa⁵lu¹	w a ⁵ l u ¹
90485	work (noun), productive activity	travail, activité productive	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bírɛ́	bírɛ́	b i ⁵ r ɛ ⁵	work	travail	do/work.work	faire/travail.travail	984	WORK (LABOUR)	bi⁵rɛ⁵	b i ⁵ r ɛ ⁵
90496	work (noun), productive activity	travail, activité productive	Tiranige_Boui	Tiranige (Boui, JH)	wàlè	wàlè	w a ¹ l e ¹	work	travail	do/work.work	faire/travail.travail	984	WORK (LABOUR)	wa¹le¹	w a ¹ l e ¹
90497	work (noun), productive activity	travail, activité productive	Mombo_Songho	Mombo (Songho, KP)	wálé	wálé	w a ⁵ l e ⁵	work	travail	do/work.work	faire/travail.travail	984	WORK (LABOUR)	wa⁵le⁵	w a ⁵ l e ⁵
90499	work (noun), productive activity	travail, activité productive	Penange_Pinia	Penange (Pinia)	káyⁿ	káyⁿ	k a ⁵ j ∼	work	travail	do/work.work	faire/travail.travail	984	WORK (LABOUR)	ka⁵j∼	k a ⁵ j̃∼ - -
#															
26839	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	Donno_So	Donno So	wòlú wàlá	wòlú_wàlá	w o ¹ l u ⁵ _ w a ¹ l a ⁵	farming	cultiver	agriculture.farm work	agriculture.travail champêtre	1921	PLOUGH	wo¹lu⁵_wa¹la⁵	w o ¹ l u ⁵ + w a ¹ l a ⁵
26840	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	wárú wàrá	wárú_wàrá	w a ⁵ r u ⁵ _ w a ¹ r a ⁵	farming	cultiver	agriculture.farm work	agriculture.travail champêtre	1921	PLOUGH	wa⁵ru⁵_wa¹ra⁵	w a ⁵ r u ⁵ + w a ¹ r a ⁵
26854	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	Tiranige_Boui	Tiranige (Boui, JH)	kùwɔ̀ kúwɔ́	kùwɔ̀_kúwɔ́	k u ¹ w ɔ ¹ _ k u ⁵ w ɔ ⁵	farming	cultiver	agriculture.farm work	agriculture.travail champêtre	1921	PLOUGH	ku¹wɔ¹_ku⁵wɔ⁵	k u ¹ w ɔ ¹ + k u ⁵ w ɔ ⁵
26855	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	Mombo_Songho	Mombo (Songho, KP)	kúbɔ́ kúbɛ́	kúbɔ́_kúbɛ́	k u ⁵ b ɔ ⁵ _ k u ⁵ b ɛ ⁵	farming	cultiver	agriculture.farm work	agriculture.travail champêtre	1921	PLOUGH	ku⁵bɔ⁵_ku⁵bɛ⁵	k u ⁵ b ɔ ⁵ + k u ⁵ b ɛ ⁵
26857	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	Penange_Pinia	Penange (Pinia)	kùbɔ̀ kúbɛ́	kùbɔ̀_kúbɛ́	k u ¹ b ɔ ¹ _ k u ⁵ b ɛ ⁵	farming	cultiver	agriculture.farm work	agriculture.travail champêtre	1921	PLOUGH	ku¹bɔ¹_ku⁵bɛ⁵	k u ¹ b ɔ ¹ + k u ⁵ b ɛ ⁵
#															
52732	world (of the living)	monde (des vivants)	Donno_So	Donno So	àdúnɔ̀	àdúnɔ̀	a ¹ d u ⁵ n ɔ ¹	world	monde	religion.worlds	religion.mondes	965	WORLD	a¹du⁵nɔ¹	- a ¹ d u ⁵ + n ɔ ¹
52733	world (of the living)	monde (des vivants)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ́:rú, àdúrⁿó	ɛ́:rú	ɛː ⁵ r u ⁵	world	monde	religion.worlds	religion.mondes	965	WORLD	ɛː⁵ru⁵	- ɛː ⁵ r u ⁵
52744	world (of the living)	monde (des vivants)	Tiranige_Boui	Tiranige (Boui, JH)	àdùná	àdùná	a ¹ d u ¹ n a ⁵	world	monde	religion.worlds	religion.mondes	965	WORLD	a¹du¹na⁵	- a ¹ d u ¹ + n a ⁵
52745	world (of the living)	monde (des vivants)	Mombo_Songho	Mombo (Songho, KP)	àrùná	àrùná	a ¹ r u ¹ n a ⁵	world	monde	religion.worlds	religion.mondes	965	WORLD	a¹ru¹na⁵	- a ¹ r u ¹ + n a ⁵
52747	world (of the living)	monde (des vivants)	Penange_Pinia	Penange (Pinia)	àrnà (y-)	àrnà	a ¹ r n a ¹	world	monde	religion.worlds	religion.mondes	965	WORLD	a¹rna¹	- a ¹ r - - + n a ¹
#															
58255	wound, injure (sb)	blesser (qn)	Donno_So	Donno So	bánù kán(à)	bánù_kán	b a ⁵ n u ¹ _ k a ⁵ n	wound	blesser	medicine.wound	médecine.blessure	44	INJURE	ba⁵nu¹_ka⁵n	b a ⁵ n u ¹ + - - - + k a ⁵ + n - -
58256	wound, injure (sb)	blesser (qn)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nùrⁿù-ŋó, nùrⁿù-ŋɔ́, bármɛ́	nùrⁿù-ŋó	n u ¹ r̃ ∼ u ¹ + ŋ o ⁵	wound	blesser	medicine.wound	médecine.blessure	44	INJURE	nu¹r̃∼u¹+ŋo⁵	n u ¹ r̃∼ u ¹ + ŋ o ⁵
58266	wound, injure (sb)	blesser (qn)	Tiranige_Boui	Tiranige (Boui, JH)	bàrìmì kán(ú)	bàrìmì_kán	b a ¹ r i ¹ m i ¹ _ k a ⁵ n	wound	blesser	medicine.wound	médecine.blessure	44	INJURE	ba¹ri¹mi¹_ka⁵n	b a ¹ r i ¹ + m i ¹ + k a ⁵ + n - -
58267	wound, injure (sb)	blesser (qn)	Mombo_Songho	Mombo (Songho, KP)	bárímì kání	bárímì_kání	b a ⁵ r i ⁵ m i ¹ _ k a ⁵ n i ⁵	wound	blesser	medicine.wound	médecine.blessure	44	INJURE	ba⁵ri⁵mi¹_ka⁵ni⁵	b a ⁵ r i ⁵ + m i ¹ + k a ⁵ + n i ⁵
58269	wound, injure (sb)	blesser (qn)	Penange_Pinia	Penange (Pinia)	bármì káná-mì	bármì_káná-mì	b a ⁵ r m i ¹ _ k a ⁵ n a ⁵ + m i ¹	wound	blesser	medicine.wound	médecine.blessure	44	INJURE	ba⁵rmi¹_ka⁵na⁵+mi¹	b a ⁵ r - + m i ¹ + k a ⁵ + n a ⁵ + m i ¹
#															
13663	wrap (woman's garment)	pagne (vêtement de femme)	Donno_So	Donno So	sɔ̀y-jìbé	sɔ̀y-jìbé	s ɔ ¹ j + j i ¹ b e ⁵	wrap (woman's)	pagne	clothing.wrap	vêtements.pagne	462	WRAPPER	sɔ¹j+ji¹be⁵	s ɔ ¹ j - - + j i ¹ + b e ⁵ 
13664	wrap (woman's garment)	pagne (vêtement de femme)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yà:lěy	yà:lěy	j aː ¹ l e ¹⁵ j	wrap (woman's)	pagne	clothing.wrap	vêtements.pagne	462	WRAPPER	jaː¹le¹⁵j	j aː ¹ l e ¹⁵ j
13677	wrap (woman's garment)	pagne (vêtement de femme)	Tiranige_Boui	Tiranige (Boui, JH)	ìwì	ìwì	i ¹ w i ¹	wrap (woman's)	pagne	clothing.wrap	vêtements.pagne	462	WRAPPER	i¹wi¹	- i w ¹ i ¹
13678	wrap (woman's garment)	pagne (vêtement de femme)	Mombo_Songho	Mombo (Songho, KP)	gíbí // sôy gíbí	gíbí	ɡ i ⁵ b i ⁵	wrap (woman's)	pagne	clothing.wrap	vêtements.pagne	462	WRAPPER	ɡi⁵bi⁵	ɡ i ⁵ b i ⁵
13680	wrap (woman's garment)	pagne (vêtement de femme)	Penange_Pinia	Penange (Pinia)	ìbì (y-)	ìbì	i ¹ b i ¹	wrap (woman's)	pagne	clothing.wrap	vêtements.pagne	462	WRAPPER	i¹bi¹	- i ¹ b i ¹
#															
