ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE
4193	4193	honor, esteem (for sb)	estimation, appréciation (envers qn)	esteem, regard	84.0.1.0.1.0	4131.0	11
4194	4194	treat (e.g. an old man, or the child of an old friend) with respectful deference (noun plus verb)	traiter (par ex. un vieux, ou l'enfant d'un vieil ami) avec respect (substantif plus verbe)	respect	84.0.1.0.3.0	4133.0	11
4195	4195	awe, respectful deference mixed with timidity (in front of a great personnage)	respect mélangé de honte (devant les une grande personalité)	respect	84.0.1.0.4.0	4134.0	11
4196	4196	treat with respectful deference (verb only)	traiter (qn) avec respect mélangé de honte (verbe seulement)	respect	84.0.1.0.5.0	4135.0	11
4197	4197	(child, pet animal) be pampered or spoiled	(enfant, animal favori) ê. choyé ou gâté	pamper, spoil	84.0.2.0.3.0	4140.0	11
4198	4198	take good care of (pet animal)	prendre grand soin de (animal favori)	take care of	84.0.2.0.7.0	4144.0	11
4199	4199	chiefhood, status of being (traditional) chief	chefferie, fait d'ê. le chef (traditionnel)	chief	85.0.1.0.3.0	4162.0	11
4200	4200	aboriginal, old-stock, member of the village or ethnic group that used to own the territory	autochtone, personne d'ancienne souche, membre de l'ethnie ou du village qui possédait le territoire jadis	native, aboriginal, old-stock	85.0.3.0.5.0	4181.0	11
4201	4201	people of below (lowland, plain)	gens d'en bas (de la plaine)	below	85.0.7.0.1.0	4192.0	11
4202	4202	be weak, be unable to work well	ê. faible, ê. incapable de bien travailler	weak	86.0.2.0.4.0	4208.0	11
4203	4203	be stronger than, able to defeat (sb) (verb only)	ê. plus fort que, capable de vaincre (qn) (verbe seulement)	stronger	86.0.3.0.3.0	4217.0	11
4204	4204	district (center of governmental at any level)	district (zone de gouvernement à n'importe quel niveau)	district	86.0.10.0.1.0	4245.0	11
4205	4205	(Muslim) perform an individual devotional prayer	(musulman) faire une prière surerogatoire	prayer	87.0.2.0.7.0	4255.0	11
4206	4206	recited segment of Muslim prayer (preceeding greetings)	partie récitée d'une prière musulmane (avant les salutations)	prayer	87.0.3.0.3.0	4259.0	11
4207	4207	(sb) be in prayer (and not to be disturbed)	(qn) ê. en prière (où il ne faut pas le déranger)	prayer	87.0.3.0.4.0	4260.0	11
4208	4208	prosternation in prayer (touching forehead to ground)	prosternation dans la prière (où le front touche le sol)	prostrate	87.0.3.0.9.0	4265.0	11
4209	4209	(Muslim) prostrate oneself (in prayer) with forehead touching the ground	(musulman) se prosterner (en priant) de sorte que le front touche le sol	prostrate	87.0.3.0.10.0	4266.0	11
4210	4210	recitation of the "teya" (greeting God, after two prosternations in a Muslim prayer)	récitation du « teya » (salutations à Dieu, après deux prosternations dans la prière musulmane)	recitation	87.0.3.0.13.0	4269.0	11
4211	4211	recite the "teya" near end of Muslim prayer	réciter le « teya » vers la fin d'une prière musulmane	recite	87.0.3.0.14.0	4270.0	11
4212	4212	(Muslim worshipers) stand in rows (for prayer)	(fidèles) se mettre en rangs étant debout (pour la prière)	prayer	87.0.3.0.19.0	4275.0	11
4213	4213	rows of Muslim worshipers	rangs de musulmans en prière	prayer	87.0.3.0.20.0	4276.0	11
4214	4214	(Muslim worshiper) stand (by oneself or in a row) to begin a prayer	(musulman) se mettre debout (seul, ou dans un rang) au début d'une prière	prayer	87.0.3.0.21.0	4277.0	11
4215	4215	(muezzin) call loudly to prayer	(muezzin) appeler à la prière à haute voix	call	87.0.7.0.1.0	4289.0	11
4216	4216	(imam) read the fixed part of a sermon	(imam) lire la partie fixe d'une prédication	preach	87.0.7.0.3.0	4291.0	11
4217	4217	fixed part of a Muslim sermon (Koranic verses)	partie fixe d'une prédication musulmane (versets coraniques)	sermon	87.0.7.0.4.0	4292.0	11
4218	4218	give an unofficial sermon	donner une prédication informelle	sermon, preach	87.0.7.0.9.0	4297.0	11
4219	4219	seer, holy man with prophetic powers	clairvoyant, marabout qui possède des pouvoirs prophétiques	seer	87.0.12.0.9.0	4335.0	11
4220	4220	evil dwarf with thick head and fat body (thought to inhabit caves, can be placated with peanuts or tobacco)	nain malfaisant à tête épaisse et à gros corps (il habiterait les grottes, on peut le calmer en lui offrant des arachides ou du tabac)	dwarf	87.0.13.0.5.0	4342.0	11
4221	4221	secret spells (e.g. Koranic verses) with magical power	versets secrets (du coran etc.) à force magique	spell, verse	88.0.2.0.10.0	4374.0	11
4222	4222	(diviner) read tracks of pale fox	(devin) regarder les traces du renard pâle	fox, divine, tell fortunes	88.0.5.0.1.0	4387.0	11
4223	4223	quivering of biceps of diviner, attributed to an ant-lion larva inside	tremblement du biceps du devin, attribué à une larve de fourmilion à l'intérieur	fortune-teller, biceps, quiver	88.0.10.0.1.0	4397.0	11
4224	4224	(diviner) use twigs to find the guilty one	(devin) utiliser des tiges afin d'identifier le coupable	diviner, twig	88.0.13.0.1.0	4404.0	11
4225	4225	animist idol of the founding family of a village, in the custody of a male descendant	idole animiste (fétiche) de la famille fondatrice d'un village, gardé par un membre de cette famille	idol, fetish	89.0.2.0.3.0	4413.0	11
4226	4226	totemic place or construction (dangerous for the uninitiated)	endroit ou construction totémique (dangereux pour les non initiés)	taboo	89.0.3.0.4.0	4419.0	11
4227	4227	worship an idol (fetish), practice idolatry	adorer un fétiche (idole), pratiquer l'idolatrie	fetishism	89.0.4.0.1.0	4420.0	11
4228	4228	(a) sacrifice (e.g. a slaughtered animal)	sacrifice (par ex., un animal égorgé)	sacrifice	89.0.4.0.2.2	8588.0	11
4229	4229	(girl) be circumcised (=excised)	(fille) ê. circoncise	circumcised	90.0.2.0.3.0	4442.0	11
4230	4230	unmarried (young man or woman)	célibataire (jeune homme ou femme)	unmarried	91.0.6.0.3.0	4468.0	11
4231	4231	unmarried young man	jeune homme célibataire	unmarried, bachelor	91.0.6.0.4.0	8698.0	11
4232	4232	procession taking bride to husband's home	défilé qui fait déménager la mariée à la maison du marié	transfer, escort, procession	91.0.8.0.1.0	4474.0	11
4233	4233	divorced man	homme divorcé	divorce	91.0.11.0.3.0	4496.0	11
4234	4234	tomtom rhythm ("voice")	rhythme (« voix ») de tam-tam	tomtom rhythm	93.0.1.0.2.0	4534.0	11
4235	4235	guitar string	corde de guitare	string	93.0.7.0.8.0	4568.0	11
4236	4236	large rattle (made from a small gourd or a baobab fruit)	gros hochet (à base d'une petite gourde ou d'un fruit de baobab)	rattle	93.0.10.0.1.0	4577.0	11
4237	4237	rebel, revolt (verb only)	se révolter	revolt	94.0.3.0.1.0	4592.0	11
4238	4238	sergeant	sergent	sergeant	94.0.6.0.2.0	4604.0	11
4239	4239	lieutenant	lieutenant	lieutenant	94.0.6.0.5.0	4607.0	11
4240	4240	local military commander, Major	commandant	major	94.0.6.0.7.0	4609.0	11
4241	4241	rival (of the same extended family or ethnicity)	rival (de la même grande famille ou de la même ethnie)	rival	94.0.7.0.4.0	4613.0	11
4242	4242	take by surprise, sneak up on (sb, e.g. enemy)	surprendre (qn, par ex. un ennemi)	surprise	94.0.9.0.3.0	4621.0	11
4243	4243	brandish (e.g. stick), holding it out near target menacingly	brandir (bâton, etc.) en le tenant devant soi vers la cible de façon ménaçante	brandish	94.0.11.0.2.0	4626.0	11
4244	4244	metal blade of spear	lame de lance	spear (part)	95.0.2.0.1.0	4646.0	11
4245	4245	knock to the side, fend off, parry (a blow, a thrown object)	parer au côté (un coup, un objet jeté)	fend off, parry	95.0.4.0.3.0	4659.0	11
4246	4246	two or three bands of cow-tail hide that hold the barrel tightly to the stock of a rifle	deux ou trois bandes en peau de queue de vache qui serrent le canon au fût d'un fusil	cow tail	95.0.15.0.7.0	4712.0	11
4247	4247	tube for holding ramrod under gun barrel	tube qui tient la baguette au-dessus du canon de fusil	ramrod tube	95.0.15.0.9.0	4714.0	11
4248	4248	small screw on top of the cock of a rifle	petit vis au haut du chien de fusil	cock	95.0.16.0.2.0	4717.0	11
4249	4249	(man) arm himself for fighting (with knife, etc.)	(homme) s'armer pour un conflit (avec couteau, etc.)	arming	95.0.23.0.1.0	4748.0	11
4250	4250	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	96.0.3.0.1.0	4757.0	11
4251	4251	(sb) forbid (sth)	(qn) interdire (qch)	forbid	97.0.6.0.1.0	4798.0	11
4252	4252	sacrilege, act forbidden by Islam	sacrilège, acte condamné par l'islam	sacrilege	97.0.6.0.2.0	4799.0	11
4253	4253	cut (skin, wound) slightly with a blade or needle to draw a little blood or to release infected matter	couper (peau, plaie) légèrement avec une lame ou une aiguille pour faire sortir un peu de sang ou un peu de l'infection	cut	98.0.4.0.2.0	4836.0	11
4254	4254	(blood from a wound) stop bleeding, be stanched	(sang d'une blessure) arrêter de couler, ê. étanché	stanch	98.0.4.0.9.0	4843.0	11
4255	4255	(baby) have a bone slip or dislocate	(bébé) avoir un os luxé ou qui glisse	dislocate	98.0.5.0.3.0	4851.0	11
4256	4256	mild nausea (loss of appetite, uncomfortable feeling when one tries to eat)	nausée légère (perte d'appétit, sentiment proche de la nausée lorsqu'on essaie de manger)	nausea	98.0.11.0.3.0	4868.0	11
4257	4257	queasy feeling in stomach (from consuming sth acidic, e.g. soured milk or cream of millet)	mal au cœur (après avoir consommé qch d'acide, par ex. du lait caillé ou de la crème de mil)	queasy	98.0.11.0.6.0	4871.0	11
4258	4258	mumps (child's disease with swelling of salivary glands in cheeks and, after puberty, swelling or one or both testicles)	oreillons (maladie enfantine qui gonfle les joues et, après la puberté, un ou deux testicules)	mumps	98.0.13.0.13.0	4886.0	11
4259	4259	chicken pox, varicella (child's disease with vesicles, i.e. fluid-filled sores)	varicelle (maladie enfantine à vesicules)	chicken pox	98.0.13.0.14.0	4887.0	11
4260	4260	a child's disease involving soft, bulging fontanel (top of head)	une maladie d'enfant avec une fontanelle molle protubérante qui bouge	fontanel (bulging)	98.0.14.0.9.0	4904.0	11
4261	4261	(e.g. leg) be bruised	(jambe etc.) ê. contusionné, meurtri	bruise	98.0.21.0.9.0	4934.0	11
4262	4262	outbreak of small watery sores due to sweating in the hot season	boutons dûs à la sueur dans la saison chaude	sore	98.0.21.0.16.0	4941.0	11
4263	4263	adult disease involving an outbreak of tiny blister-like sores on the back and shoulders	maladie des adultes caractérisée par des boutons minuscules en forme d'ampoules sur les épaules et le dos	sore	98.0.21.0.17.0	4942.0	11
4264	4264	snake medicine (antidote for bite)	médicament de serpent (antivénin)	snake medicine	98.0.26.0.2.0	4969.0	11
4265	4265	fever medication inhaled like snuff	médicament de fièvre prisé comme le tabac	medicine, remedy	98.0.26.0.5.0	4972.0	11
4266	4266	brown balm lotion (Essential Balm) applied to lips or inside nostrils	pommade brune foncé (Essential Balm) appliquée aux lèvres et dans les narines	balm	98.0.27.0.3.0	4977.0	11
4267	4267	fatal animal liver disease, esp. of cattle	maladie rénale mortelle, surtout des vaches	disease	98.0.32.0.1.0	4991.0	11
4268	4268	catch (sth thrown or falling from a height)	attraper (objet jeté ou tombant d'en haut)	catch	100.0.3.0.6.0	5037.0	11
4269	4269	catch (enemy) by surprise (e.g. while sleeping)	attraper (ennemi) par surprise (par ex. pendant son sommeil)	catch, surprise	100.0.3.0.9.0	5040.0	11
4270	4270	take a handful of (sth granular, e.g. grains or salt) from a container or pile	prendre une poignée de (grains, par ex. de céréales ou de sel) d'un récipient ou d'un tas	handful	100.0.3.0.14.0	5045.0	11
4271	4271	amount (e.g. of millet grain spikes) taken in both hands	quantité (d'épis de mil etc.) pris dans les deux mains	handful	100.0.3.0.15.0	5046.0	11
4272	4272	resident, native of (a place)	résident de (un lieu)	resident, native	101.0.2.0.3.0	5072.0	11
4273	4273	have (sth, on oneself, at a given time)	avoir (qch, avec soi, à un moment donné)	have	101.0.4.0.5.0	5082.0	11
4274	4274	be missing sth, be incomplete	manquer qch, ne pas ê. complet	missing	101.0.8.0.4.0	5090.0	11
4275	4275	bush gear (knife, shoulderbag, watercan, etc.)	matériel de brousse (couteau, gibecière, bidon d'eau, etc.)	bush gear	101.0.10.0.5.0	5100.0	11
4276	4276	man's fighting gear	matériel à lutter d'homme	man's gear	101.0.10.0.6.0	5101.0	11
4277	4277	what people say, popular opinion (as opposed to definite truth)	ce qu'on dit, l'opinion populaire (par opposition à la vérité certaine)	speech, language	102.0.1.0.4.0	5106.0	11
4278	4278	(quotative particle following the subject of a quoted sentence)	(particule de citation qui sui le sujet de l'énoncé cité)	quotative	102.0.2.0.1.5	9701.0	11
4279	4279	Songhay language	langue songhay	songhay language	102.0.3.0.3.0	5115.0	11
4280	4280	conversation (at night, esp. seated)	causerie, conversation (pendant la nuit, surtout étant assis)	chat, converse (night)	102.0.14.0.8.0	5184.0	11
4281	4281	assess, evaluate	évaluer	assess, evaluate	102.0.17.0.6.0	5213.0	11
4282	4282	thanks (noun), act of thanking (for a gift or service at least one day earlier)	remerciement (pour qch qu'on a fait un bout de temps avant maintenant, par ex. hier)	thanks	102.0.19.0.3.0	5226.0	11
4283	4283	ingratitude	ingratitude, fait d'ê. ingrat	ungrateful	102.0.19.0.5.0	5228.0	11
4284	4284	ungrateful one	personne ingrate	ungrateful	102.0.19.0.6.0	5229.0	11
4285	4285	speak secret words	parler des mots secrets	secret words	102.0.22.0.1.0	5249.0	11
4286	4286	tell an outright lie	dire un pur mensonge	lie	103.0.5.0.6.0	5278.0	11
4287	4287	huh?	eh?	huh?	104.0.10.0.1.0	5298.0	11
4288	4288	proverb, profound statement	proverbe, dicton profond	proverb	106.0.2.0.1.0	5314.0	11
4289	4289	say a proverb	dire un proverbe	proverb	106.0.2.0.2.0	5315.0	11
4290	4290	give advice to (sb)	donner un conseil à (qn)	advise	107.0.1.0.4.0	5338.0	11
4291	4291	gossip about, denigrate sb behind his/her back	parler mal de qn dans son absence	criticise	107.0.2.0.1.0	5340.0	11
4292	4292	make a challenge (in a debate)	faire une contradiction (dans un débat)	dispute, challenge, contest	107.0.3.0.1.0	5347.0	11
4293	4293	scolding, reprimand (noun)	gronderie, fait de réprimender	scolding, reprimand	107.0.4.0.2.0	5352.0	11
4294	4294	you were warned! (said to sb who did not heed a warning)	on t'a averti! (dit à qn qui n'a pas écouté un avertissement de danger)	warn	107.0.6.0.1.0	5355.0	11
4295	4295	joking, being funny, good sense of humor	plaisanterie, drôlerie	joking, funny, humor	108.0.1.0.4.0	5359.0	11
4296	4296	nothing (without other negation)	rien (sans autre négation)	nothing	111.0.3.0.3.0	5442.0	11
4297	4297	(give sth) freely, for free	(donner qch) gratuitement	gift, free	111.0.4.0.4.0	5446.0	11
4298	4298	all, entirely (interjection-like adverbial)	tout, tout à fait (adverbe d'emphase en forme d'interjection)	all, entirely	111.0.7.0.8.0	5463.0	11
4299	4299	amount, quantity (e.g. of sugar)	quantité (de sucre, par ex.)	amount, quantity	111.0.8.0.2.0	5471.0	11
4300	4300	(two people) of exactly the same height	(deux personne) de précisément la même taille	equal	111.0.10.0.7.0	5483.0	11
4301	4301	residue of a meal that remains in a bowl after one has eaten (can be eaten by children or beggars)	restes du repas dans une tasse après qu'on a mangé (les enfants ou les mendiants peuvent les manger)	residue	111.0.18.0.5.0	5523.0	11
4302	4302	layer of millet cake or rice that remains in an old-fashioned earthenware cooking pot after food is served	couche de tô ou de riz qui reste dans une marmite en terre cuite après qu'on a servi le repas	residue	111.0.18.0.7.0	5525.0	11
4303	4303	completely used up (intensifier)	épuisé, fini (intensif)	used up, depleted	111.0.19.0.2.0	5529.0	11
4304	4304	arrange (e.g. peanuts) in small bunches (on a selling stand)	disposer (arachides, etc.) dans de petits tas (sur une table de vente)	bunch, pile	112.0.1.0.2.0	5535.0	11
4305	4305	entire community	communauté entière	community	112.0.2.0.1.0	5538.0	11
4306	4306	assemblage, gathering, heap, swarm	rassemblement, tas, essaim	assemble, gather	112.0.3.0.1.0	5539.0	11
4307	4307	form a crowd	constituer une foule	crowd	112.0.3.0.3.0	5541.0	11
4308	4308	wood pile	tas de bois	heap, pile	112.0.5.0.1.0	5546.0	11
4309	4309	heap (of wood, etc.)	gros tas (de bois etc.)	heap, pile	112.0.5.0.6.0	5551.0	11
4310	4310	(merchant) switch (merchandise, from one kind to another)	(commerçant) changer de (marchandises, en remplaçant une sorte de par une autre)	switch, replace	113.0.3.0.2.0	5571.0	11
4311	4311	make a purchase	faire un achat	buy, purchase	113.0.5.0.2.3	8612.0	11
4312	4312	fee paid to an official witness in a transaction (especially of livestock, in a market)	honoraires (commission) payés au témoin officiel d'une vente (surtout de bétail, au marché)	fee, commission	113.0.6.0.1.0	5578.0	11
4313	4313	ask the price	demander le prix	ask price	113.0.8.0.4.0	5585.0	11
4314	4314	make an increase or addition	faire une augmentation ou rajout	raise, increase	113.0.11.0.2.0	5602.0	11
4315	4315	be reduced	ê. diminué	reduce, lower	113.0.12.0.3.0	5610.0	11
4316	4316	be profitable	ê. rentable	profit	113.0.14.0.3.0	5617.0	11
4317	4317	loss	perte	loss	113.0.15.0.2.0	5620.0	11
4318	4318	unsold merchandise	marchandises invendues	unsold	113.0.16.0.2.0	5622.0	11
