ID	CONCEPT_IN_SOURCE	IPA	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CONCEPT	BORROWINGS	TOKENS
8700	weave (fabric, from cotton thread)	tí	tisser (tissu, en fil de coton)	133	Toro_Tegu	WEAVE		t i ⁵
8701	weave (fabric, from cotton thread)	tíyɛ́	tisser (tissu, en fil de coton)	133	Yanda_Dom	WEAVE		t i ⁵ j ɛ ⁵
8702	weave (fabric, from cotton thread)	tɛ́:	tisser (tissu, en fil de coton)	133	Yorno_So	WEAVE		t ɛː ⁵
8703	weave (fabric, from cotton thread)	tíjɛ̀	tisser (tissu, en fil de coton)	133	Toro_So	WEAVE		t i ⁵ dʒ ɛ ¹
8704	week	dɔ́gɔ́kṵ́	semaine	1469	Bambara	WEEK		d ɔ ⁵ ɡ ɔ ⁵ k u ∼ ⁵
8705	week	sīɡò	semaine	1469	Bangime	WEEK		s i ³ ɡ o ¹
8706	week	zú:_yâ:	semaine	1469	Bankan_Tey	WEEK		z uː ⁵ _ j aː ⁵¹
8707	week	jú:	semaine	1469	Ben_Tey	WEEK		dʒ uː ⁵
8708	week	yúgù	semaine	1469	Bunoge	WEEK		j u ⁵ ɡ u ¹
8709	week	jû:g	semaine	1469	Dogul_Dom	WEEK		dʒ uː ⁵¹ ɡ
8710	week	júgù	semaine	1469	Donno_So	WEEK		dʒ u ⁵ ɡ u ¹
8711	week	yonte-re	semaine	1469	Fulfulde	WEEK		j o n t e + r e
8712	week	júgú	semaine	1469	Jamsay	WEEK		dʒ u ⁵ ɡ u ⁵
8713	week	sībē-nūⁿ	semaine	1469	Jenaama	WEEK		s i ³ b e ³ + n ũ ∼ ³
8714	week	júgù	semaine	1469	Mombo	WEEK		dʒ u ⁵ ɡ u ¹
8715	week	jùgîn	semaine	1469	Najamba	WEEK		dʒ u ¹ ɡ i ⁵¹ n
8716	week	júgú	semaine	1469	Nanga	WEEK		dʒ u ⁵ ɡ u ⁵
8717	week	èbà_yùgú	semaine	1469	Penange	WEEK		e ¹ b a ¹ _ j u ¹ ɡ u ⁵
8718	week	júgú	semaine	1469	Perge_Tegu	WEEK		dʒ u ⁵ ɡ u ⁵
8719	[cpd n, lit. day-seven”] week	jìrbì_ʔí:yê	semaine -ex: jìrbì-.í:yé.hí.ká two weeks	1469	Songhai_Senni	WEEK		dʒ i ¹ r b i ¹ _ ʔ iː ⁵ j e ⁵¹
8720	week	kòyê	semaine	1469	Soninke	WEEK		k o ¹ j e ⁵¹
8721	week	zúgó	semaine	1469	Tebul_Ure	WEEK		z u ⁵ ɡ o ⁵
8722	week	yùgù	semaine	1469	Tiranige_Diga	WEEK		j u ¹ ɡ u ¹
8723	week	júgú	semaine	1469	Togo_Kan	WEEK		dʒ u ⁵ ɡ u ⁵
8724	week	bày_sɔ̌y	semaine	1469	Tommo_So	WEEK		b a ¹ j _ s ɔ ¹⁵ j
8725	week	ìwà_jíró	semaine	1469	Toro_Tegu	WEEK	Songhai	i ¹ w a ¹ _ dʒ i ⁵ r o ⁵
8726	week	zùwó	semaine	1469	Yanda_Dom	WEEK		z u ¹ w o ⁵
8727	week	júgú	semaine	1469	Yorno_So	WEEK		dʒ u ⁵ ɡ u ⁵
8728	week	bày_sɔ́y	semaine	1469	Toro_So	WEEK		b a ¹ j _ s ɔ ⁵ j
8729	[cpd n, lit. day-seven”] week	cóbá	complètement trempé, très mouillé	1726	Bambara	WET		tʃ o ⁵ b a ⁵
8730	wet	ɲɔ́gɛ́	mouillé	1726	Bambara	WET		ɲ ɔ ⁵ ɡ ɛ ⁵
8731	wet	tɔ́ndɛ̄	mouillé	1726	Bangime	WET		t ɔ ⁵ n d ɛ ³
8732	wet (adjective)	ɔ̀rúm	mouillé (pas sec)	1726	Bankan_Tey	WET		ɔ ¹ r u ⁵ m
8733	wet (adjective)	ɔ̀rú	mouillé (pas sec)	1726	Ben_Tey	WET		ɔ ¹ r u ⁵
8734	wet	kaaⁿmaⁿ	mouillé	1726	Bozo_Debo	WET		k a ã ∼ m ã ∼
8735	wet	fueⁿna	mouillé	1726	Bozo_Hainyaxo	WET		f u ẽ ∼ n a
8736	wet	kaaⁿmaⁿ	mouillé	1726	Bozo_Korondougou_nord	WET		k a ã ∼ m ã ∼
8737	wet	kaaⁿniⁿ	mouillé	1726	Bozo_Korondougou_sud	WET		k a ã ∼ n ĩ
8738	wet	maⁿnoⁿniⁿ	mouillé	1726	Bozo_Kotya	WET		m ã ∼ n o ∼ n ĩ
8739	wet	kaaⁿmaⁿ	mouillé	1726	Bozo_Pondori_nord	WET		k a ã ∼ m ã ∼
8740	wet	kaⁿma	mouillé	1726	Bozo_Pondori_sud	WET		k ã ∼ m a
8741	wet	kaaⁿma	mouillé	1726	Bozo_Tiema_Cewe	WET		k a ã ∼ m a
8742	wet	xaⁿma	mouillé	1726	Bozo_Tieyaxo	WET		ã ∼ m a
8743	wet (adjective)	ɔ̀lù-gú	mouillé (pas sec)	1726	Dogul_Dom	WET		ɔ ¹ l u ¹ + ɡ u ⁵
8744	wet (adjective)	ɔ̀lú	mouillé (pas sec)	1726	Donno_So	WET		ɔ ¹ l u ⁵
8745	wet	leppu-de	mouillé	1726	Fulfulde	WET		l e p p u + d e
8746	wet (adjective)	tɛ̌m	mouillé (pas sec)	1726	Jamsay	WET		t ɛ ¹⁵ m
8747	wet	kāā	mouillé	1726	Jenaama	WET		k aː ³
8748	wet (adjective)	ɛ́mbɛ́	mouillé (pas sec)	1726	Mombo	WET		ɛ ⁵ m b ɛ ⁵
8749	wet (adjective)	tèmbô:	mouillé (pas sec)	1726	Najamba	WET		t e ¹ m b oː ⁵¹
8750	wet (adjective)	tɛ́mbíy-yɛ́	mouillé (pas sec)	1726	Nanga	WET		t ɛ ⁵ m b i ⁵ j + j ɛ ⁵
8751	wet (adjective)	ɛ̀mbɛ̀	mouillé (pas sec)	1726	Penange	WET		ɛ ¹ m b ɛ ¹
8752	wet (adjective)	ɔ̀rú	mouillé (pas sec)	1726	Perge_Tegu	WET		ɔ ¹ r u ⁵
8753	[intr] get wet, be wet, be moist; (wood) be green	tá:y	ê. mouillé, humide; (bois) ê. vert	1726	Songhai_Senni	WET		t aː ⁵ j
8754	wet (adjective)	táy	mouillé (pas sec)	1726	Songhai_Kiini	WET		t a ⁵ j
8755	wet (adjective)	sómbé-sá	mouillé (pas sec)	1726	Tiranige_Diga	WET		s o ⁵ m b e ⁵ + s a ⁵
8756	wet (adjective)	ɔ̀rú	mouillé (pas sec)	1726	Togo_Kan	WET		ɔ ¹ r u ⁵
8757	wet (adjective)	ɛ́nní-yáá-dɛ̀	mouillé (pas sec)	1726	Tommo_So	WET		ɛ ⁵ n n i ⁵ + j aː ⁵ + d ɛ ¹
8758	wet (adjective)	ɔ̀tú	mouillé (pas sec)	1726	Toro_Tegu	WET		ɔ ¹ t u ⁵
8759	wet (adjective)	ɔ̀l	mouillé (pas sec)	1726	Yanda_Dom	WET		ɔ ¹ l
8760	wet (adjective)	ɔ̌l	mouillé (pas sec)	1726	Yorno_So	WET		ɔ ¹⁵ l
8761	white, light-colored	tò:mbò	blanc, couleur claire	1335	Ampari	WHITE		t oː ¹ m b o ¹
8762	wet (adjective)	jɛ́máⁿ	blanc (de l'oeil, de l'oeuf)	1335	Bambara	WHITE		dʒ ɛ ⁵ m ã ∼ ⁵
8763	white (light-colored)	símá	blanc, couleur claire	1335	Bangime	WHITE	Bunoge	s i ⁵ m a ⁵
8764	white, light-colored	píndɛ́	blanc, couleur claire	1335	Bankan_Tey	WHITE		p i ⁵ n d ɛ ⁵
8765	white, light-colored	pílɛ́	blanc, couleur claire	1335	Ben_Tey	WHITE		p i ⁵ l ɛ ⁵
8766	white, light-colored	kuo̰	blanc, couleur claire	1335	Bozo_Korondougou_nord	WHITE		k u o ∼
8767	white, light-colored	kuo̰	blanc, couleur claire	1335	Bozo_Korondougou_sud	WHITE		k u o ∼
8768	white, light-colored	kuo̰	blanc, couleur claire	1335	Bozo_Pondori_nord	WHITE		k u o ∼
8769	white, light-colored	kwa	blanc, couleur claire	1335	Bozo_Pondori_sud	WHITE		k w a
8770	white, light-colored	xɔ	blanc, couleur claire	1335	Bozo_Tieyaxo	WHITE		ɔ
8771	white, light-colored	sìmà	blanc, couleur claire	1335	Bunoge	WHITE	Bangime	s i ¹ m a ¹
8772	white, light-colored	pílàŋ̀	blanc, couleur claire	1335	Dogul_Dom	WHITE		p i ⁵ l a ¹ ŋ ¹
8773	white, light-colored	pílù	blanc, couleur claire	1335	Donno_So	WHITE		p i ⁵ l u ¹
8774	white, light-colord	daanee-jo	blanc, de couleur claire	1335	Fulfulde	WHITE		d a a n e e + dʒ o
8775	white, light-colored	pírú	blanc, couleur claire	1335	Gourou	WHITE		p i ⁵ r u ⁵
8776	white, light-colored	pírú	blanc, couleur claire	1335	Jamsay	WHITE		p i ⁵ r u ⁵
8777	white, light-colord	kūwōŋ	blanc, de couleur claire	1335	Jenaama	WHITE		k u ³ w o ³ ŋ
8778	white, light-colored	tómbò	blanc, couleur claire	1335	Mombo	WHITE		t o ⁵ m b o ¹
8779	white, light-colored	pílɛ̀	blanc, couleur claire	1335	Najamba	WHITE		p i ⁵ l ɛ ¹
8780	white, light-colored	pírí	blanc, couleur claire	1335	Nanga	WHITE		p i ⁵ r i ⁵
8781	white, light-colored	kárí_kárí	blanc, couleur claire	1335	Penange	WHITE	Songhai	k a ⁵ r i ⁵ _ k a ⁵ r i ⁵
8782	white, light-colored	pírí	blanc, couleur claire	1335	Perge_Tegu	WHITE		p i ⁵ r i ⁵
8783	[adj] white	ká:ró	blanc [<verb kà:rèy 1a; adj cognates Za kwá:rày , Ka kà:ró , TSK k.´:r.^y ] [DIMIN -kà:r-íyà , Intens táy!] -with adj: háw .ká:r-ó white cow	1335	Songhai_Senni	WHITE		k aː ⁵ r o ⁵
8784	[intr] be white	kà:rèy	ê. blanc [Intens táy! or wák! ] [TSK k.`:r..y , Za kwà:rây , Ka kà:rêy ].	1335	Songhai_Senni	WHITE		k aː ¹ r e ¹ j
8785	wet (adjective)	qúllè	blanc ; évident	1335	Soninke	WHITE		q u ⁵ l l e ¹
8786	white, light-colored	pílɛ̀:	blanc, couleur claire	1335	Tebul_Ure	WHITE		p i ⁵ l ɛː ¹
8787	white, light-colored	púlɛ́	blanc, couleur claire	1335	Tiranige_Diga	WHITE		p u ⁵ l ɛ ⁵
8788	white, light-colored	pírí	blanc, couleur claire	1335	Togo_Kan	WHITE		p i ⁵ r i ⁵
8789	white, light-colored	pílú	blanc, couleur claire	1335	Tommo_So	WHITE		p i ⁵ l u ⁵
8790	white, light-colored	pírú	blanc, couleur claire	1335	Toro_Tegu	WHITE		p i ⁵ r u ⁵
8791	white, light-colored	pílɛ́	blanc, couleur claire	1335	Yanda_Dom	WHITE		p i ⁵ l ɛ ⁵
8792	white, light-colored	píl	blanc, couleur claire	1335	Yorno_So	WHITE		p i ⁵ l
8793	white (light-colored)	pírú	blanc, couleur claire	1335	Toro_So	WHITE		p i ⁵ r u ⁵
8794	wind (airflow)	ɛ̀rɛ̀rì	vent	1199	Ampari	WIFE		ɛ ¹ r ɛ ¹ r i ¹
8795	wife	fúrúmúsó	épouse	1199	Bambara	WIFE		f u ⁵ r u ⁵ m u ⁵ s o ⁵
8796	wife	pùyɛ̀	épouse	1199	Bangime	WIFE	Jenaama	p u ¹ j ɛ ¹
8797	wife	yǎm	épouse	1199	Bankan_Tey	WIFE		j a ¹⁵ m
8798	wife	keba	épouse	1199	Bozo_Debo	WIFE		k e b a
8799	wife	pḭḛma	épouse	1199	Bozo_Kotya	WIFE		p i ∼ e ∼ m a
8800	wife	yɔ́	épouse	1199	Bunoge	WIFE		j ɔ ⁵
8801	wife	yǎ:g	épouse	1199	Dogul_Dom	WIFE		j aː ¹⁵ ɡ
8802	wife	yà:ná	épouse	1199	Donno_So	WIFE		j aː ¹ n a ⁵
8803	wife	gennd-ir-aaɗo	épouse	1199	Fulfulde	WIFE		ɡ e n n d + i r + a a ɗ o
8804	wife	ɲɛ̌-m	épouse	1199	Gourou	WIFE		ɲ ɛ ¹⁵ + m
8805	wife	ɲɛ̌-n	épouse	1199	Jamsay	WIFE	Songhai	ɲ ɛ ¹⁵ + n
8806	wife	pòwⁿ	épouse	1199	Jenaama	WIFE		p o ¹ w̃ ∼
8807	wife	yɔ̂:	épouse	1199	Mombo	WIFE		j ɔː ⁵¹
8808	wife	yɛ̌:	épouse	1199	Najamba	WIFE		j ɛː ¹⁵
8809	wife	yǎŋ	épouse	1199	Nanga	WIFE		j a ¹⁵ ŋ
8810	wife	yɔ̀:	épouse	1199	Penange	WIFE		j ɔː ¹
8811	wife	ɲàrⁿú	épouse	1199	Perge_Tegu	WIFE		ɲ a ¹ r̃ ∼ u ⁵
8812	[n inal] wife	ŋàndè	épouse	1199	Songhai_Senni	WIFE		ŋ a ¹ n d e ¹
8813	wife	yàqqê	épouse	1199	Soninke	WIFE		j a ¹ q q e ⁵¹
8814	wife	yǎ	épouse	1199	Tebul_Ure	WIFE		j a ¹⁵
8815	wife	yé:	épouse	1199	Tiranige_Diga	WIFE		j eː ⁵
8816	wife	ɲɛ̌	épouse	1199	Togo_Kan	WIFE		ɲ ɛ ¹⁵
8817	wife	yààná	épouse	1199	Tommo_So	WIFE		j aː ¹ n a ⁵
8818	wife	yⁿàrⁿú	épouse	1199	Toro_Tegu	WIFE		j ∼ a ¹ r̃ ∼ u ⁵
8819	wife	yɛ̀	épouse	1199	Yanda_Dom	WIFE		j ɛ ¹
8820	wife	yǎ:rⁿá	épouse	1199	Yorno_So	WIFE		j aː ¹⁵ r̃ ∼ a ⁵
8821	wind (n)	pɛ̀bɛ̀rɛ̀	vent	960	Bangime	WIND		p ɛ ¹ b ɛ ¹ r ɛ ¹
8822	wind (airflow)	ósósô:	vent	960	Bankan_Tey	WIND		o ⁵ s o ⁵ s oː ⁵¹
8823	wind (airflow)	ó:sò	vent	960	Ben_Tey	WIND		oː ⁵ s o ¹
8824	wind (airflow)	tio̰	vent	960	Bozo_Korondougou_nord	WIND		t i o ∼
8825	wind (airflow)	tio̰	vent	960	Bozo_Korondougou_sud	WIND		t i o ∼
8826	wind (airflow)	tie	vent	960	Bozo_Pondori_nord	WIND		t i e
8827	wind (airflow)	tʸḭ	vent	960	Bozo_Pondori_sud	WIND		t j i ∼
8828	wind (n)	heendu	vent	960	Fulfulde	WIND		h e e n d u
8829	wind (airflow)	ó:só	vent	960	Gourou	WIND		oː ⁵ s o ⁵
8830	wind (n)	ó:ɲó	vent	960	Jamsay	WIND		oː ⁵ ɲ o ⁵
8831	wind (n)	tíyōwⁿ	vent	960	Jenaama	WIND		t i ⁵ j o ³ w̃ ∼
8832	wind (airflow)	yálé	vent	960	Mombo	WIND		j a ⁵ l e ⁵
8833	wind (airflow)	énáná-ŋgó	vent	960	Najamba	WIND		e ⁵ n a ⁵ n a ⁵ + ŋ ɡ o ⁵
8834	wind (airflow)	úsúrⁿò	vent	960	Nanga	WIND		u ⁵ s u ⁵ r̃ ∼ o ¹
8835	wind (airflow)	yàlè	vent	960	Penange	WIND		j a ¹ l e ¹
8836	wind (airflow)	ó:njó	vent	960	Perge_Tegu	WIND		oː ⁵ n dʒ o ⁵
8837	[n] wind; odor	hèwò	vent; odeur [Za hàw] [cf. húnúní] -phrases: hèw-ò dâm [X gà] [tr] to pump air into X, inflate X (with air)	960	Songhai_Senni	WIND		h e ¹ w o ¹
8838	wind (airflow)	hèwǒ:	vent	960	Songhai_Kiini	WIND		h e ¹ w oː ¹⁵
8839	wind (airflow)	ídá	vent	960	Tebul_Ure	WIND		i ⁵ d a ⁵
8840	wind (airflow)	ìɲìnɛ̀	vent	960	Tiranige_Diga	WIND		i ¹ ɲ i ¹ n ɛ ¹
8841	wind (airflow)	ó:ɲó	vent	960	Togo_Kan	WIND		oː ⁵ ɲ o ⁵
8842	wind (airflow)	ódóró	vent	960	Tommo_So	WIND		o ⁵ d o ⁵ r o ⁵
8843	wind (airflow)	zámà	vent	960	Toro_Tegu	WIND		z a ⁵ m a ¹
8844	wind (airflow)	ɛ́nɛ́n	vent	960	Yanda_Dom	WIND		ɛ ⁵ n ɛ ⁵ n
8845	wind (airflow)	óɲɔ́	vent	960	Yorno_So	WIND		o ⁵ ɲ ɔ ⁵
8846	wind (airflow)	óɲó	vent	960	Toro_So	WIND		o ⁵ ɲ o ⁵
8847	wing (of bird)	kama	aile/wing	1257	Bambara	WING		k a m a
8848	wing (of bird)	kúwó	aile	1257	Bangime	WING		k u ⁵ w o ⁵
8849	wing (of bird)	jɛ̀ndɛ̂:	aile (d'oiseau)	1257	Bankan_Tey	WING		dʒ ɛ ¹ n d ɛː ⁵¹
8850	wing (of bird)	gámjá	aile (d'oiseau)	1257	Ben_Tey	WING		ɡ a ⁵ m dʒ a ⁵
8851	wing	kaⁿmuⁿ	aile	1257	Bozo_Debo	WING		k ã ∼ m ũ ∼
8852	wing	kaⁿmɛⁿdolo	aile	1257	Bozo_Hainyaxo	WING		k ã ∼ m ɛ̃ ∼ d o l o
8853	wing	kaⁿmuⁿ	aile	1257	Bozo_Korondougou_nord	WING		k ã ∼ m ũ ∼
8854	wing	kaⁿmuⁿ	aile	1257	Bozo_Korondougou_sud	WING		k ã ∼ m ũ ∼
8855	wing	kaⁿmuⁿ	aile	1257	Bozo_Kotya	WING		k ã ∼ m ũ ∼
8856	wing	kaⁿmuⁿ	aile	1257	Bozo_Pondori_nord	WING		k ã ∼ m ũ ∼
8857	wing	kaⁿmuⁿ	aile	1257	Bozo_Pondori_sud	WING		k ã ∼ m ũ ∼
8858	wing	pɛgɛⁿ	aile	1257	Bozo_Tiema_Cewe	WING		p ɛ ɡ ɛ̃ ∼
8859	wing	kaⁿmuⁿ	aile	1257	Bozo_Tieyaxo	WING		k ã ∼ m ũ ∼
8860	wing (of bird)	gúbà	aile (d'oiseau)	1257	Bunoge	WING		ɡ u ⁵ b a ¹
8861	wing (of bird)	gámbùrùŋ̀	aile (d'oiseau)	1257	Dogul_Dom	WING		ɡ a ⁵ m b u ¹ r u ¹ ŋ ¹
8862	wing (of bird)	gámbùrù	aile (d'oiseau)	1257	Donno_So	WING		ɡ a ⁵ m b u ¹ r u ¹
8863	wing	wifoongo	aile	1257	Fulfulde	WING		w i f o o n ɡ o
8864	wing (of bird)	gámsá	aile (d'oiseau)	1257	Gourou	WING		ɡ a ⁵ m s a ⁵
8865	wing (of bird)	gámɲú	aile (d'oiseau)	1257	Jamsay	WING		ɡ a ⁵ m ɲ u ⁵
8866	wing	kāmūⁿ	aile	1257	Jenaama	WING		k a ³ m ũ ∼ ³
8867	wing (of bird)	kárá_kárá	aile (d'oiseau)	1257	Mombo	WING		k a ⁵ r a ⁵ _ k a ⁵ r a ⁵
8868	wing (of bird)	kà_kàrâ:	aile (d'oiseau)	1257	Najamba	WING		k a ¹ _ k a ¹ r aː ⁵¹
8869	wing (of bird)	kà_kásâ	aile (d'oiseau)	1257	Nanga	WING		k a ¹ _ k a ⁵ s a ⁵¹
8870	wing (of bird)	gùbà	aile (d'oiseau)	1257	Penange	WING		ɡ u ¹ b a ¹
8871	wing (of bird)	gámjá	aile (d'oiseau)	1257	Perge_Tegu	WING		ɡ a ⁵ m dʒ a ⁵
8872	[cpd n] wing	kàm_kítò	aile	1257	Songhai_Senni	WING		k a ¹ m _ k i ⁵ t o ¹
8873	[n] wing; armpit // 	fátɛ̀	aile; aisselle	1257	Songhai_Kiini	WING		f a ⁵ t ɛ ¹
8874	wing	kámpè	aile	1257	Soninke	WING		k a ⁵ m p e ¹
8875	wing (of bird)	ká_kárá	aile (d'oiseau)	1257	Tebul_Ure	WING		k a ⁵ _ k a ⁵ r a ⁵
8876	wing (of bird)	pɛ̀nɛ̀_pɛ̀nɛ̀	aile (d'oiseau)	1257	Tiranige_Diga	WING	Jenaama	p ɛ ¹ n ɛ ¹ _ p ɛ ¹ n ɛ ¹
8877	wing (of bird)	gáɲá	aile (d'oiseau)	1257	Togo_Kan	WING		ɡ a ⁵ ɲ a ⁵
8878	wing (of bird)	ká_kárú	aile (d'oiseau)	1257	Tommo_So	WING		k a ⁵ _ k a ⁵ r u ⁵
8879	wing (of bird)	gànjá	aile (d'oiseau)	1257	Tomo_Kan	WING		ɡ a ¹ n dʒ a ⁵
8880	wing (of bird)	jɛ̀tá	aile (d'oiseau)	1257	Toro_Tegu	WING		dʒ ɛ ¹ t a ⁵
8881	wing (of bird)	kà_gádà	aile (d'oiseau)	1257	Yanda_Dom	WING		k a ¹ _ ɡ a ⁵ d a ¹
8882	wing (of bird)	gámìrù	aile (d'oiseau)	1257	Yorno_So	WING		ɡ a ⁵ m i ¹ r u ¹
8883	wing (of bird)	ɡám̀ɲú	aile (d'oiseau)	1257	Toro_So	WING		ɡ a ⁵ m ¹ ɲ u ⁵
8884	woman, female person	ìndáyɔ̀:	femme, personne femelle	962	Ampari	WOMAN		i ¹ n d a ⁵ j ɔː ¹
8885	woman	ŋìyɛ̀rɛ́	femme	962	Bangime	WOMAN	Jamsay	ŋ i ¹ j ɛ ¹ r ɛ ⁵
8886	woman, female person	yǎm	femme, personne femelle	962	Bankan_Tey	WOMAN		j a ¹⁵ m
8887	woman, female person	yǎm	femme, personne femelle	962	Ben_Tey	WOMAN		j a ¹⁵ m
8888	woman	yugoⁿ	femme	962	Bozo_Debo	WOMAN		j u ɡ o ∼
8889	woman	ɲaⁿŋaⁿnuⁿ	femme	962	Bozo_Hainyaxo	WOMAN		ɲ ã ∼ ŋ ã ∼ n ũ ∼
8890	woman	yugoⁿ	femme	962	Bozo_Korondougou_nord	WOMAN		j u ɡ o ∼
8891	woman	jugoⁿ	femme	962	Bozo_Korondougou_sud	WOMAN		dʒ u ɡ o ∼
8892	woman	juo	femme	962	Bozo_Kotya	WOMAN		dʒ u o
8893	woman	yuoⁿ	femme	962	Bozo_Pondori_nord	WOMAN		j u o ∼
8894	woman	yuuo	femme	962	Bozo_Pondori_sud	WOMAN		j u u o
8895	woman	yaaro	femme	962	Bozo_Tiema_Cewe	WOMAN		j a a r o
8896	woman	yaalo	femme	962	Bozo_Tieyaxo	WOMAN		j a a l o
8897	woman, female person	yɔ́	femme, personne femelle	962	Bunoge	WOMAN		j ɔ ⁵
8898	woman, female person	yǎ:	femme, personne femelle	962	Dogul_Dom	WOMAN		j aː ¹⁵
8899	woman	deɓɓo	femme	962	Fulfulde	WOMAN		d e ɓ ɓ o
8900	woman, female person	ɲɛ̌n	femme, personne femelle	962	Jamsay	WOMAN		ɲ ɛ ¹⁵ n
8901	woman	yùgòⁿ	femme	962	Jenaama	WOMAN		j u ¹ ɡ õ ∼ ¹
8902	woman, female person	yɔ̂:	femme, personne femelle	962	Mombo	WOMAN		j ɔː ⁵¹
8903	woman, female person	yɛ̌:	femme, personne femelle	962	Najamba	WOMAN		j ɛː ¹⁵
8904	woman, female person	yǎ-ŋ	femme, personne femelle	962	Nanga	WOMAN		j a ¹⁵ + ŋ
8905	woman, female person	yɔ̀:	femme, personne femelle	962	Penange	WOMAN		j ɔː ¹
8906	woman, female person	ɲàrⁿú	femme, personne femelle	962	Perge_Tegu	WOMAN		ɲ a ¹ r̃ ∼ u ⁵
8907	[n] woman	wòy	femme [DIMIN wóy-y-à: , cf. wòy-mè ].	962	Songhai_Senni	WOMAN		w o ¹ j
8908	[n] woman	wòy	femme [DIMIN wóy-y-à: , cf. wòy-mè ].	963	Songhai_Kiini	WOMAN		w o ¹ j
8909	woman	yàxàrê	femme	962	Soninke	WOMAN		j a ¹ a ¹ r e ⁵¹
8910	woman, female person	yǎ	femme, personne femelle	962	Tebul_Ure	WOMAN		j a ¹⁵
8911	woman, female person	ndàyé:	femme, personne femelle	962	Tiranige_Diga	WOMAN		n d a ¹ j eː ⁵
8912	woman, female person	ɲɛ̌	femme, personne femelle	962	Togo_Kan	WOMAN		ɲ ɛ ¹⁵
8913	woman, female person	yààná	femme, personne femelle	962	Tommo_So	WOMAN		j aː ¹ n a ⁵
8914	woman, female person	ɲòwⁿ	femme, personne femelle	962	Tomo_Kan	WOMAN		ɲ o ¹ w̃ ∼
8915	woman, female person	yⁿàrⁿú	femme, personne femelle	962	Toro_Tegu	WOMAN		j ∼ a ¹ r̃ ∼ u ⁵
8916	woman, female person	yɛ̀	femme, personne femelle	962	Yanda_Dom	WOMAN		j ɛ ¹
8917	woman, female person	yǎ:rⁿá	femme, personne femelle	962	Yorno_So	WOMAN		j aː ¹⁵ r̃ ∼ a ⁵
8918	woman	ɲáár̃à	femme, personne femelle	962	Toro_So	WOMAN		ɲ aː ⁵ r ∼ a ¹
8919	wood	sìyɛ̀	bois	1803	Bangime	WOOD		s i ¹ j ɛ ¹
8920	wood	tǐn	bois	1803	Bankan_Tey	WOOD		t i ¹⁵ n
8921	wood	tìrⁿu	bois	1803	Ben_Tey	WOOD		t i ¹ r̃ ∼ u
8922	wood	sua	bois	1803	Bozo_Debo	WOOD		s u a
8923	wood	sua	bois	1803	Bozo_Hainyaxo	WOOD		s u a
8924	wood	suba	bois	1803	Bozo_Korondougou_nord	WOOD		s u b a
8925	wood	suba	bois	1803	Bozo_Korondougou_nord	WOOD		s u b a
8926	wood	suba	bois	1803	Bozo_Korondougou_sud	WOOD		s u b a
8927	wood	suba	bois	1803	Bozo_Korondougou_sud	WOOD		s u b a
8928	wood	cua	bois	1803	Bozo_Kotya	WOOD		tʃ u a
8929	wood	swa	bois	1803	Bozo_Pondori_nord	WOOD		s w a
8930	wood	suba	bois	1803	Bozo_Pondori_sud	WOOD		s u b a
8931	wood	suba	bois	1803	Bozo_Pondori_sud	WOOD		s u b a
8932	wood	kiɛ	bois	1803	Bozo_Tiema_Cewe	WOOD		k i ɛ
8933	wood	suaa	bois	1803	Bozo_Tieyaxo	WOOD		s u a a
8934	wood	tè:ŋgè	bois	1803	Bunoge	WOOD		t eː ¹ ŋ ɡ e ¹
8935	wood	bě:g	bois	1803	Dogul_Dom	WOOD		b eː ¹⁵ ɡ
8936	wood	tànná	bois	1803	Donno_So	WOOD		t a ¹ n n a ⁵
8937		leɡɡal	bois	1803	Fulfulde	WOOD		l e ɡ ɡ a l
8938	wood	té:ŋgé	bois	1803	Mombo	WOOD		t eː ⁵ ŋ ɡ e ⁵
8939	wood	té:ŋgo	bois	1803	Najamba	WOOD		t eː ⁵ ŋ ɡ o
8940	wood	tìrⁿí	bois	1803	Nanga	WOOD		t i ¹ r̃ ∼ i ⁵
8941	wood	té:ŋgé	bois	1803	Penange	WOOD		t eː ⁵ ŋ ɡ e ⁵
8942	wood	tìrⁿí	bois	1803	Perge_Tegu	WOOD		t i ¹ r̃ ∼ i ⁵
8943	wood	súwà	bois	1803	Soninke	WOOD		s u ⁵ w a ¹
8944	wood	tìnɛ̌:	bois	1803	Tebul_Ure	WOOD		t i ¹ n ɛː ¹⁵
8945	wood	tè:ŋgè	bois	1803	Tiranige_Diga	WOOD		t eː ¹ ŋ ɡ e ¹
8946	wood	tǐⁿ	bois	1803	Togo_Kan	WOOD		t ĩ ∼ ¹⁵
8947	wood	tìnú	bois	1803	Tommo_So	WOOD		t i ¹ n u ⁵
8948	wood	tìrⁿú	bois	1803	Toro_Tegu	WOOD		t i ¹ r̃ ∼ u ⁵
8949	wood	té:	bois	1803	Yanda_Dom	WOOD		t eː ⁵
8950	wood	tǐn	bois	1803	Yorno_So	WOOD		t i ¹⁵ n
8951	wood	báɣá	bois	1803	Toro_So	WOOD		b a ⁵ ɣ a ⁵
8952	work (n)	báárá	travail	984	Bambara	WORK (LABOUR)		b aː ⁵ r a ⁵
8953	work (n)	wārì	travail	984	Bangime	WORK (LABOUR)	Bunoge	w a ³ r i ¹
